epoch,train_loss,val_loss,train_accuracy,train_precision_avg,train_recall_avg,train_f1_avg,train_precision_per_class,train_recall_per_class,train_f1_per_class,train_support_per_class,train_confusion_matrix,val_accuracy,val_precision_avg,val_recall_avg,val_f1_avg,val_precision_per_class,val_recall_per_class,val_f1_per_class,val_support_per_class,val_confusion_matrix
1,0.5406135901776966,0.35934646633164635,0.6813486100676184,0.6882656794136605,0.6813486100676184,0.6748114301953994,0.660488|0.718989,0.809192|0.539953,0.727317|0.616740,5592|5056,4525|1067|2326|2730,0.8188622754491018,0.8655950359409114,0.8188622754491018,0.8111604950364162,0.742004|1.000000,1.000000|0.621875,0.851897|0.766859,1392|1280,1392|0|484|796
2,0.35500004268022994,0.3316268651136037,0.820717505634861,0.8315038273194361,0.820717505634861,0.8181318895988889,0.778298|0.890350,0.920959|0.709850,0.843640|0.789920,5592|5056,5150|442|1467|3589,0.8263473053892215,0.8381386596199657,0.8263473053892215,0.8239163639500185,0.780532|0.900786,0.927443|0.716406,0.847669|0.798085,1392|1280,1291|101|363|917
3,0.34561421129622183,0.2903528014390633,0.8360255447032306,0.8475978000183454,0.8360255447032306,0.8336568112650833,0.790571|0.910670,0.935622|0.725870,0.857002|0.807836,5592|5056,5232|360|1386|3670,0.8836077844311377,0.9045642606101504,0.8836077844311377,0.8814330356531562,0.817754|0.998970,0.999282|0.757812,0.899450|0.861839,1392|1280,1391|1|310|970
4,0.298818938275263,0.3801400913246747,0.8674868519909842,0.8817517432492349,0.8674868519909842,0.8654479578117376,0.814030|0.956652,0.969063|0.755142,0.884807|0.844037,5592|5056,5419|173|1238|3818,0.8484281437125748,0.8533391294608637,0.8484281437125748,0.8474086875139881,0.816143|0.893789,0.915230|0.775781,0.862851|0.830615,1392|1280,1274|118|287|993
5,0.2743639153585251,0.27897030628960706,0.8827948910593538,0.8935963343419647,0.8827948910593538,0.8813989928329805,0.833846|0.959681,0.970136|0.786195,0.896842|0.864318,5592|5056,5425|167|1081|3975,0.8656437125748503,0.8683676402385325,0.8656437125748503,0.865081793639567,0.840475|0.898701,0.915948|0.810937,0.876590|0.852567,1392|1280,1275|117|242|1038
6,0.24185636066106844,0.19686546465703125,0.8953794139744553,0.9061568947755335,0.8953794139744553,0.8941780932327165,0.845205|0.973570,0.980329|0.801424,0.907766|0.879149,5592|5056,5482|110|1004|4052,0.9221556886227545,0.9322754491017964,0.9221556886227545,0.9214194115316241,0.870000|1.000000,1.000000|0.837500,0.930481|0.911565,1392|1280,1392|0|208|1072
7,0.22705847495146145,0.18091682062066836,0.9068369646882044,0.9148426162793247,0.9068369646882044,0.9060085144580771,0.861863|0.973439,0.979614|0.826345,0.916974|0.893881,5592|5056,5478|114|878|4178,0.9120508982035929,0.9247540567298101,0.9120508982035929,0.9110291528409272,0.855562|1.000000,1.000000|0.816406,0.922160|0.898925,1392|1280,1392|0|235|1045
8,0.19786468713280203,0.17083488083605108,0.9143501126972201,0.9233262791980916,0.9143501126972201,0.9135364249233515,0.866312|0.986385,0.989628|0.831092,0.923873|0.902104,5592|5056,5534|58|854|4202,0.9232784431137725,0.9331268583684228,0.9232784431137725,0.9225701488835835,0.871634|1.000000,1.000000|0.839844,0.931415|0.912951,1392|1280,1392|0|205|1075
9,0.19472595541747903,0.19709289960306267,0.9157588279489106,0.9245147709557482,0.9157588279489106,0.9149763050931303,0.868120|0.986888,0.989986|0.833663,0.925056|0.903828,5592|5056,5536|56|841|4215,0.9101796407185628,0.92338851708348,0.9101796407185628,0.9090980600375602,0.852941|1.000000,1.000000|0.812500,0.920635|0.896552,1392|1280,1392|0|240|1040
10,0.1881060767402527,0.19671552197943473,0.9184823441021788,0.9274898350357988,0.9184823441021788,0.9177141919712933,0.869987|0.991088,0.993205|0.835839,0.927522|0.906867,5592|5056,5554|38|830|4226,0.9240269461077845,0.9336962438758847,0.9240269461077845,0.9233369107088598,0.872727|1.000000,1.000000|0.841406,0.932039|0.913874,1392|1280,1392|0|203|1077
11,0.18583275416274186,0.19839180081055083,0.9182006010518408,0.9269827516362359,0.9182006010518408,0.9174438791812185,0.870275|0.989703,0.992132|0.836432,0.927217|0.906635,5592|5056,5548|44|827|4229,0.9079341317365269,0.9208163703914661,0.9079341317365269,0.9068412152449548,0.851534|0.996161,0.997126|0.810937,0.918597|0.894057,1392|1280,1388|4|242|1038
12,0.18529840908261505,0.16639525366240535,0.9182945154019534,0.9271034417126621,0.9182945154019534,0.917537105312412,0.870295|0.989934,0.992310|0.836432,0.927306|0.906732,5592|5056,5549|43|827|4229,0.9247754491017964,0.9342670591021347,0.9247754491017964,0.9241033586551222,0.873823|1.000000,1.000000|0.842969,0.932663|0.914794,1392|1280,1392|0|201|1079
13,0.18389232378842227,0.1824349870841051,0.9178249436513899,0.9267879736636465,0.9178249436513899,0.9170521751940401,0.869497|0.990152,0.992489|0.835245,0.926931|0.906126,5592|5056,5550|42|833|4223,0.9229041916167665,0.9328427000816889,0.9229041916167665,0.9221866493965125,0.871089|1.000000,1.000000|0.839063,0.931104|0.912489,1392|1280,1392|0|206|1074
14,0.17965885932281264,0.2008666018473691,0.9189519158527423,0.9278529120191129,0.9189519158527423,0.9181959571718802,0.870669|0.991099,0.993205|0.836828,0.927909|0.907453,5592|5056,5554|38|825|4231,0.9251497005988024,0.9345530045436765,0.9251497005988024,0.9244864657924574,0.874372|1.000000,1.000000|0.843750,0.932976|0.915254,1392|1280,1392|0|200|1080
15,0.18578878635250684,0.18418297801038314,0.9182006010518408,0.9274189022255525,0.9182006010518408,0.9174155829508095,0.869232|0.991774,0.993741|0.834652,0.927326|0.906455,5592|5056,5557|35|836|4220,0.9098053892215568,0.9231164126126193,0.9098053892215568,0.9087115683422587,0.852419|1.000000,1.000000|0.811719,0.920331|0.896076,1392|1280,1392|0|241|1039
16,0.1806507874558221,0.16839699742609057,0.9191397445529677,0.9283384501353156,0.9191397445529677,0.9183668718091141,0.870130|0.992718,0.994456|0.835839,0.928148|0.907549,5592|5056,5561|31|830|4226,0.9251497005988024,0.9345530045436765,0.9251497005988024,0.9244864657924574,0.874372|1.000000,1.000000|0.843750,0.932976|0.915254,1392|1280,1392|0|200|1080
17,0.17049556340315322,0.17019208000394806,0.9225206611570248,0.931825309964428,0.9225206611570248,0.921780103649848,0.872946|0.996946,0.997675|0.839399,0.931152|0.911414,5592|5056,5579|13|812|4244,0.9244011976047904,0.9339814724378095,0.9244011976047904,0.9237201737430363,0.873275|1.000000,1.000000|0.842187,0.932351|0.914334,1392|1280,1392|0|202|1078
