epoch,train_loss,val_loss,val_acc_hc,val_acc_pd,val_acc_combined
1,0.6376326016779902,0.5209022351893885,0.7512437810945274,0.7166916167664671,0.7339676989304973
2,0.41770305997654317,0.3214419985125805,0.8640132669983416,0.8338323353293413,0.8489228011638414
3,0.3390869779119105,0.31706839491581096,0.8631840796019901,0.8353293413173652,0.8492567104596777
4,0.29805928246298835,0.3706805443969266,0.8126036484245439,0.8095059880239521,0.8110548182242481
5,0.25878858246179276,0.2413933095361652,0.9145936981757877,0.9094311377245509,0.9120124179501693
6,0.234272755936646,0.23781968338479256,0.9125207296849088,0.8802395209580839,0.8963801253214964
7,0.22498112051948302,0.19159337197398318,0.9253731343283582,0.9229041916167665,0.9241386629725623
8,0.21681203007666286,0.1995101727802178,0.9253731343283582,0.9101796407185628,0.9177763875234606
9,0.21872261750386723,0.2004346252772315,0.9245439469320066,0.9236526946107785,0.9240983207713925
10,0.20562704755807482,0.22400790067582294,0.935737976782753,0.8809880239520959,0.9083630003674243
11,0.1933146946624652,0.16912163196709648,0.9378109452736318,0.9251497005988024,0.9314803229362172
12,0.19128406379046217,0.3255038337203963,0.8955223880597015,0.8922155688622755,0.8938689784609886
13,0.19724791898314697,0.17510899939927563,0.9324212271973465,0.9251497005988024,0.9287854638980745
14,0.19779543618339973,0.1684318775118425,0.9378109452736318,0.9247754491017964,0.9312931971877141
15,0.1838104375151556,0.1715379752989473,0.9373963515754561,0.9236526946107785,0.9305245230931173
16,0.18318045520181978,0.1713285605455267,0.9378109452736318,0.9232784431137725,0.9305446941937021
17,0.18618130381268733,0.17931469324333915,0.9262023217247097,0.9251497005988024,0.9256760111617561
18,0.1864963244718275,0.25585659368541736,0.9328358208955224,0.8675149700598802,0.9001753954777013
19,0.19031110271684396,0.17541208291618987,0.9378109452736318,0.9251497005988024,0.9314803229362172
20,0.17570441895361139,0.28529483985541193,0.9262023217247097,0.8978293413173652,0.9120158315210375
21,0.16717506216714442,0.16784140608947853,0.9378109452736318,0.9251497005988024,0.9314803229362172
