pct,best_val_acc_hc_mean,best_val_acc_hc_std,best_val_acc_pd_mean,best_val_acc_pd_std,best_val_acc_combined_mean,best_val_acc_combined_std,f1_hc_mean,f1_hc_std,f1_pd_mean,f1_pd_std
5,0.8412081853435082,0.028014177763766485,0.8470182734834282,0.013120163272005835,0.8441132294134682,0.020350322429306934,0.83642006976504,0.03155688213224905,0.8446227331872308,0.01389508982847445
10,0.8748285518540794,0.023952845102938828,0.8729767668310796,0.02131393920801057,0.8739026593425795,0.021987395587895073,0.8717820540045252,0.024960082134518974,0.8710987567026974,0.021824009059878628
20,0.910303076838146,0.026134019310043756,0.9013088564512313,0.019243831612633776,0.9058059666446887,0.020420150741775507,0.9086018311500512,0.027445407907553395,0.9004684083919516,0.01920544653604765
50,0.9361566506161692,0.0010453836769230016,0.9255289572830024,0.0006778973270578526,0.9308428039495859,0.0005420775210377943,0.9353504853656747,0.0010171417919366617,0.9248471945122814,0.0006252611574868485
70,0.935994587336771,0.0012304884832583457,0.9256072202100359,0.001253766840330256,0.9308009037734035,0.0006716333461397438,0.9351786005291286,0.0012134810457090344,0.9249213515420902,0.0012116665640109108
100,0.929947018488922,0.01199750386294993,0.920959676391897,0.008572433774586538,0.9254533474404095,0.010271915422587954,0.9288860426432111,0.01246600758922809,0.9201460439861961,0.008816158894482205
