epoch,train_loss,val_loss,val_acc_hc,val_acc_pd,val_acc_combined
1,0.6095832308048355,0.5372857171095023,0.7834677419354839,0.7155688622754491,0.7495183021054665
2,0.4086281571385692,0.36408817401881943,0.8185483870967742,0.8199850299401198,0.8192667085184471
3,0.4049405142888267,0.3450422208693068,0.8455645161290323,0.8349550898203593,0.8402598029746957
4,0.33917980355547633,0.3520194438554473,0.8274193548387097,0.8289670658682635,0.8281932103534866
5,0.3110679986645374,0.27591126008053957,0.8842741935483871,0.8836077844311377,0.8839409889897625
6,0.271036302555169,0.22902288527811987,0.9060483870967742,0.9038173652694611,0.9049328761831177
7,0.2501247472726048,0.2742767057428926,0.8786290322580645,0.8551646706586826,0.8668968514583736
8,0.23553887319130867,0.3641263985280263,0.8705645161290323,0.8330838323353293,0.8518241742321808
9,0.21651538770956963,0.37898688195115426,0.8588709677419355,0.8806137724550899,0.8697423700985127
10,0.21514865971415661,0.27189516945410586,0.8939516129032258,0.8821107784431138,0.8880311956731698
11,0.21340209489780013,0.4164479638812906,0.8745967741935484,0.8794910179640718,0.8770438960788101
12,0.21512754647583726,0.21150999213174237,0.9032258064516129,0.8821107784431138,0.8926682924473633
13,0.20426085131837163,0.32647312255734107,0.8887096774193548,0.8813622754491018,0.8850359764342284
14,0.20199504538540922,0.44966601896083963,0.8887096774193548,0.8809880239520959,0.8848488506857253
15,0.20159775841127625,0.38507046020132,0.8846774193548387,0.874625748502994,0.8796515839289163
16,0.1909202048096335,0.28945319013575377,0.8963709677419355,0.8813622754491018,0.8888666215955187
