epoch,train_loss,val_loss,val_acc_hc,val_acc_pd,val_acc_combined
1,0.5882241369187193,0.3426080617611691,0.844758064516129,0.8188622754491018,0.8318101699826155
2,0.372563585288009,0.3351538959196058,0.8314516129032258,0.8203592814371258,0.8259054471701758
3,0.3329199364755853,0.293480830424923,0.8572580645161291,0.8495508982035929,0.8534044813598609
4,0.29104971675086583,0.2554313881417452,0.9100806451612903,0.9083083832335329,0.9091945141974116
5,0.2589967459025424,0.2937170889670566,0.8758064516129033,0.8544161676646707,0.865111309638787
6,0.23952588737330038,0.1934374772896201,0.9229838709677419,0.9244011976047904,0.9236925342862662
7,0.216758205956227,0.17895152950185841,0.9342741935483871,0.9244011976047904,0.9293376955765889
8,0.2015450634620685,0.1756268097561295,0.9350806451612903,0.9247754491017964,0.9299280471315434
9,0.20415782181015618,0.22187232301901963,0.9217741935483871,0.9079341317365269,0.914854162642457
10,0.193439127386765,0.17067106787936162,0.9346774193548387,0.9247754491017964,0.9297264342283176
11,0.18650511950573523,0.1699818608871961,0.9354838709677419,0.9247754491017964,0.9301296600347692
12,0.19874831104782714,0.17477980306593038,0.9346774193548387,0.9240269461077845,0.9293521827313116
13,0.18764511173156267,0.17221268765249495,0.9354838709677419,0.9251497005988024,0.9303167857832721
14,0.18319600743163833,0.17089762620754162,0.9354838709677419,0.9247754491017964,0.9301296600347692
15,0.18076050411924777,0.16921596115423462,0.9342741935483871,0.9244011976047904,0.9293376955765889
16,0.1744619117654876,0.3569008841858072,0.8891129032258065,0.8802395209580839,0.8846762120919451
17,0.18350759470871225,0.17689283564686775,0.9262096774193549,0.9236526946107785,0.9249311860150666
18,0.17929979974136745,0.17900630888544908,0.9346774193548387,0.9244011976047904,0.9295393084798146
19,0.17621225049236602,0.1778677667854196,0.9342741935483871,0.9229041916167665,0.9285891925825769
20,0.18015797030603478,0.19194801972579148,0.9338709677419355,0.9236526946107785,0.928761831176357
21,0.1694408721256626,0.17236487731590108,0.9338709677419355,0.9236526946107785,0.928761831176357
22,0.16325266298297514,0.1931611125246953,0.9338709677419355,0.9225299401197605,0.9282004539308479
23,0.16827375974657705,0.17491850515795968,0.9338709677419355,0.9229041916167665,0.928387579679351
