epoch,train_loss,val_loss,val_acc_hc,val_acc_pd,val_acc_combined
1,0.5833387553245148,0.36471408618203666,0.7895161290322581,0.7926646706586826,0.7910903998454704
2,0.35145195737895923,0.2985122667278274,0.880241935483871,0.8600299401197605,0.8701359378018158
3,0.32893196887454335,0.2525105292009095,0.896774193548387,0.8929640718562875,0.8948691327023373
4,0.29843307516240464,0.24962322173987406,0.8653225806451613,0.8821107784431138,0.8737166795441376
5,0.26066239034593486,0.220454160187204,0.9088709677419354,0.9075598802395209,0.9082154239907282
6,0.24720831843974503,0.19030529576337943,0.9342741935483871,0.9247754491017964,0.9295248213250917
7,0.23539501578572986,0.1906250056068776,0.9225806451612903,0.9251497005988024,0.9238651728800464
8,0.21302420273423195,0.45635007845900827,0.8625,0.8817365269461078,0.872118263473054
9,0.2112629611037145,0.2133609834363905,0.9225806451612903,0.9101796407185628,0.9163801429399265
10,0.2063828325238103,0.19244499555078604,0.9221774193548387,0.9240269461077845,0.9231021827313115
11,0.20269221359389242,0.17572891731130874,0.9334677419354839,0.9244011976047904,0.9289344697701372
12,0.20274319316059095,0.1714616014416945,0.9354838709677419,0.9247754491017964,0.9301296600347692
13,0.19685554470093142,0.18527725408390416,0.9350806451612903,0.9247754491017964,0.9299280471315434
14,0.18772871610040456,0.39334799311423707,0.8758064516129033,0.8671407185628742,0.8714735850878887
15,0.18113677254309618,0.17155477051007545,0.9342741935483871,0.9244011976047904,0.9293376955765889
16,0.1899389288362267,0.177529317974034,0.9358870967741936,0.9251497005988024,0.930518398686498
17,0.1889156123555447,0.17442465144193778,0.9346774193548387,0.9244011976047904,0.9295393084798146
18,0.18528571096697635,0.17112829245753208,0.9354838709677419,0.9251497005988024,0.9303167857832721
19,0.18393647964301915,0.16825962975873784,0.9350806451612903,0.9251497005988024,0.9301151728800463
20,0.17540855633944463,0.1674033373720565,0.9354838709677419,0.9251497005988024,0.9303167857832721
21,0.17832876547245705,0.21914422335261005,0.9185483870967742,0.9075598802395209,0.9130541336681476
22,0.2076246071551035,0.17174324216478962,0.9354838709677419,0.9255239520958084,0.9305039115317751
23,0.17284001478610253,0.17608494507306713,0.9354838709677419,0.9244011976047904,0.9299425342862662
24,0.19038480354325418,0.1998439778463315,0.902016129032258,0.8970808383233533,0.8995484836778056
25,0.17309337543279762,0.3548518485563286,0.8959677419354839,0.8925898203592815,0.8942787811473827
26,0.17151848963068947,0.18793701001648175,0.9354838709677419,0.9101796407185628,0.9228317558431524
