epoch,train_loss,val_loss,train_accuracy,train_precision_avg,train_recall_avg,train_f1_avg,train_precision_per_class,train_recall_per_class,train_f1_per_class,train_support_per_class,train_confusion_matrix,val_accuracy,val_precision_avg,val_recall_avg,val_f1_avg,val_precision_per_class,val_recall_per_class,val_f1_per_class,val_support_per_class,val_confusion_matrix
1,0.606257090711186,0.4524656822115688,0.6595787768327258,0.6892700000060181,0.6595787768327258,0.6210183020575974,0.756111|0.638063,0.317694|0.921495,0.447403|0.754024,4284|5592,1361|2923|439|5153,0.775,0.7743422187715665,0.775,0.7738485649707877,0.762897|0.783288,0.706801|0.828305,0.733779|0.805168,1088|1392,769|319|239|1153
2,0.40313203671039677,0.3601143526828895,0.7920210611583637,0.810364952971417,0.7920210611583637,0.7834388734725973,0.884483|0.753584,0.598739|0.940093,0.714087|0.836569,4284|5592,2565|1719|335|5257,0.7915322580645161,0.8473592684144179,0.7915322580645161,0.7754858421359745,0.998255|0.729418,0.525735|0.999282,0.688742|0.843286,1088|1392,572|516|1|1391
3,0.3703276810483036,0.3179178432387821,0.8132847306601864,0.8457820446122648,0.8132847306601864,0.8033292909383808,0.957958|0.759845,0.595705|0.979971,0.734600|0.855983,4284|5592,2552|1732|112|5480,0.832258064516129,0.8708535540964887,0.832258064516129,0.8233372434017596,1.000000|0.769912,0.617647|1.000000,0.763636|0.870000,1088|1392,672|416|0|1392
4,0.3334646498163541,0.29481572948269924,0.8252328878088295,0.8593401935873289,0.8252328878088295,0.8160286976244973,0.977952|0.768472,0.610878|0.989449,0.752011|0.865072,4284|5592,2617|1667|59|5533,0.832258064516129,0.8708535540964887,0.832258064516129,0.8233372434017596,1.000000|0.769912,0.617647|1.000000,0.763636|0.870000,1088|1392,672|416|0|1392
5,0.31200165881050956,0.28214088057057335,0.8290805994329689,0.8635716080443108,0.8290805994329689,0.8201346035999829,0.983967|0.771337,0.616013|0.992310,0.757680|0.867981,4284|5592,2639|1645|43|5549,0.8310483870967742,0.8686890854754317,0.8310483870967742,0.8221719924896427,0.995556|0.769529,0.617647|0.997845,0.762337|0.868940,1088|1392,672|416|3|1389
6,0.2860051933516804,0.2370452605566736,0.8652288375860673,0.865745676369811,0.8652288375860673,0.8644352814623143,0.874271|0.859214,0.805089|0.911302,0.838255|0.884492,4284|5592,3449|835|496|5096,0.8883064516129032,0.8883213547538672,0.8883064516129032,0.8880154806630326,0.888782|0.887961,0.852022|0.916667,0.870014|0.902086,1088|1392,927|161|116|1276
7,0.26629574644642,0.23794130097001287,0.8812272174969623,0.8842571459859304,0.8812272174969623,0.879964852357848,0.915576|0.860264,0.799953|0.943491,0.853868|0.899957,4284|5592,3427|857|316|5276,0.894758064516129,0.9099232033950194,0.894758064516129,0.8922486864254416,0.994026|0.844187,0.764706|0.996408,0.864416|0.914003,1088|1392,832|256|5|1387
8,0.2478323346401891,0.3139791100964708,0.8921628189550426,0.900769300230146,0.8921628189550426,0.8902265499423156,0.961307|0.854392,0.782913|0.975858,0.862987|0.911094,4284|5592,3354|930|135|5457,0.8943548387096775,0.8943770772077217,0.8943548387096775,0.8943653697566051,0.878899|0.906475,0.880515|0.905172,0.879706|0.905823,1088|1392,958|130|132|1260
9,0.23433605890370843,0.19737609842066037,0.9035034426893479,0.9105684857808212,0.9035034426893479,0.9020212777372729,0.966135|0.867999,0.805789|0.978362,0.878707|0.919882,4284|5592,3452|832|121|5471,0.9205645161290322,0.9301874236862145,0.9205645161290322,0.9192547470796824,0.998880|0.876497,0.819853|0.999282,0.900555|0.933870,1088|1392,892|196|1|1391
10,0.22192081856804016,0.20214308596263497,0.9129202106115837,0.9213777186634728,0.9129202106115837,0.9114796142811028,0.984437|0.873068,0.812092|0.990165,0.889997|0.927937,4284|5592,3479|805|55|5537,0.9125,0.9240533433696079,0.9125,0.9108398022866367,0.998855|0.865588,0.801471|0.999282,0.889342|0.927643,1088|1392,872|216|1|1391
11,0.2183931933508979,0.24541376164909137,0.91575536654516,0.9226495960348847,0.91575536654516,0.9145335146146112,0.979178|0.879343,0.823296|0.986588,0.894497|0.929884,4284|5592,3527|757|75|5517,0.8879032258064516,0.8878823156271879,0.8879032258064516,0.8876331087977374,0.887189|0.888424,0.852941|0.915230,0.869728|0.901628,1088|1392,928|160|118|1274
12,0.20197539924620053,0.5191724257448972,0.9196030781692993,0.9277950170270428,0.9196030781692993,0.9183270865360034,0.990720|0.879589,0.822362|0.994099,0.898724|0.933345,4284|5592,3523|761|33|5559,0.8838709677419355,0.8837791316698396,0.8838709677419355,0.8836354306313704,0.880228|0.886555,0.851103|0.909483,0.865421|0.897872,1088|1392,926|162|126|1266
13,0.2134973776136708,0.5458624941312661,0.9177804779262859,0.9254358818228529,0.9177804779262859,0.9165200602070276,0.985730|0.879245,0.822362|0.990880,0.896666|0.931730,4284|5592,3523|761|51|5541,0.8524193548387097,0.8547013374097416,0.8524193548387097,0.8509656799507325,0.878407|0.836173,0.770221|0.916667,0.820764|0.874572,1088|1392,838|250|116|1276
14,0.21083626154268909,0.17949762309001663,0.9172742000810045,0.9255423111415556,0.9172742000810045,0.915943657631893,0.988447|0.877351,0.818861|0.992668,0.895698|0.931454,4284|5592,3508|776|41|5551,0.9225806451612903,0.9317450548500358,0.9225806451612903,0.921350348375457,0.998886|0.879267,0.824449|0.999282,0.903323|0.935440,1088|1392,897|191|1|1391
15,0.20736968950328663,0.19615508312896146,0.9168691778047793,0.9245599664491462,0.9168691778047793,0.9155873364807615,0.984878|0.878351,0.820962|0.990343,0.895481|0.930991,4284|5592,3517|767|54|5538,0.9189516129032258,0.928948333213179,0.9189516129032258,0.9175759706228978,0.998875|0.874293,0.816176|0.999282,0.898331|0.932618,1088|1392,888|200|1|1391
16,0.1973357638423769,0.18200968269069315,0.9221344673957068,0.9295043011616047,0.9221344673957068,0.9209846162129711,0.989146|0.883813,0.829599|0.993026,0.902374|0.935242,4284|5592,3554|730|39|5553,0.9225806451612903,0.9317450548500358,0.9225806451612903,0.921350348375457,0.998886|0.879267,0.824449|0.999282,0.903323|0.935440,1088|1392,897|191|1|1391
17,0.19849904276366925,0.19578160686513124,0.9202106115836372,0.9274769809614358,0.9202106115836372,0.9190346945271238,0.986366|0.882362,0.827498|0.991237,0.899975|0.933637,4284|5592,3545|739|49|5543,0.9266129032258065,0.9350985776939787,0.9266129032258065,0.9255153361679452,1.000000|0.884371,0.832721|1.000000,0.908726|0.938638,1088|1392,906|182|0|1392
18,0.1965597037257802,0.18369866894968487,0.921526933981369,0.9300412026506557,0.921526933981369,0.9202600072210648,0.994643|0.880550,0.823529|0.996602,0.901034|0.934989,4284|5592,3528|756|19|5573,0.9221774193548387,0.9312147378596922,0.9221774193548387,0.9209499191442071,0.997775|0.879190,0.824449|0.998563,0.902869|0.935082,1088|1392,897|191|2|1390
19,0.1926915551034304,0.18791439826205625,0.9224382341028756,0.9308619903107056,0.9224382341028756,0.9211978276553646,0.995214|0.881562,0.825163|0.996960,0.902246|0.935717,4284|5592,3535|749|17|5575,0.9221774193548387,0.9316536074081613,0.9221774193548387,0.9209129224312799,1.000000|0.878233,0.822610|1.000000,0.902673|0.935170,1088|1392,895|193|0|1392
20,0.1927354934696968,0.2092094034966776,0.9221344673957068,0.9301041483278317,0.9221344673957068,0.9209291508420725,0.992435|0.882353,0.826797|0.995172,0.902076|0.935373,4284|5592,3542|742|27|5565,0.9036290322580646,0.9056078487825913,0.9036290322580646,0.9029373108984063,0.931841|0.885104,0.841912|0.951868,0.884597|0.917272,1088|1392,916|172|67|1325
21,0.18554609985305712,0.1842397428670172,0.9239570676387201,0.9321091734692559,0.9239570676387201,0.9227708326432433,0.995512|0.883537,0.828431|0.997139,0.904319|0.936907,4284|5592,3549|735|16|5576,0.9346774193548387,0.9409359314077447,0.9346774193548387,0.9338881103383545,0.996781|0.897287,0.853860|0.997845,0.919802|0.944898,1088|1392,929|159|3|1389
22,0.18361151298014527,0.17353788472838322,0.9265897124341839,0.933654044301505,0.9265897124341839,0.9255484467804865,0.992527|0.888552,0.837068|0.995172,0.908193|0.938844,4284|5592,3586|698|27|5565,0.9346774193548387,0.9409359314077447,0.9346774193548387,0.9338881103383545,0.996781|0.897287,0.853860|0.997845,0.919802|0.944898,1088|1392,929|159|3|1389
23,0.18457579252938938,0.18042389492867356,0.9264884568651276,0.9332875107189633,0.9264884568651276,0.9254690219362778,0.990894|0.889155,0.838235|0.994099,0.908194|0.938703,4284|5592,3591|693|33|5559,0.9338709677419355,0.9399249521098774,0.9338709677419355,0.9330858307796259,0.994647|0.897154,0.853860|0.996408,0.918892|0.944180,1088|1392,929|159|5|1387
24,0.17680024422514132,0.17125272675085876,0.9298298906439855,0.9364509039115223,0.9298298906439855,0.928882777795862,0.993676|0.892611,0.843604|0.995887,0.912511|0.941425,4284|5592,3614|670|23|5569,0.9354838709677419,0.9419507457509538,0.9354838709677419,0.9346906329254121,0.998925|0.897419,0.853860|0.999282,0.920714|0.945615,1088|1392,929|159|1|1391
25,0.17517145592560115,0.16492565254033623,0.9306399351964358,0.9371980627231846,0.9306399351964358,0.9297116020339786,0.994232|0.893504,0.845005|0.996245,0.913565|0.942082,4284|5592,3620|664|21|5571,0.9342741935483871,0.9411637796909034,0.9342741935483871,0.9334308267537429,1.000000|0.895177,0.850184|1.000000,0.919026|0.944690,1088|1392,925|163|0|1392
26,0.1776295787630937,0.21226786885221124,0.9311462130417173,0.9374251492288167,0.9311462130417173,0.930249787767929,0.993158|0.894728,0.847106|0.995529,0.914336|0.942441,4284|5592,3629|655|25|5567,0.9342741935483871,0.9411637796909034,0.9342741935483871,0.9334308267537429,1.000000|0.895177,0.850184|1.000000,0.919026|0.944690,1088|1392,925|163|0|1392
27,0.17356856469797272,0.163137081568524,0.93134872417983,0.9379097022354058,0.93134872417983,0.9304318150240789,0.995058|0.894129,0.845938|0.996781,0.914459|0.942669,4284|5592,3624|660|18|5574,0.9354838709677419,0.9419507457509538,0.9354838709677419,0.9346906329254121,0.998925|0.897419,0.853860|0.999282,0.920714|0.945615,1088|1392,929|159|1|1391
28,0.17587582359456608,0.16346073579990258,0.9312474686107736,0.9375980995761848,0.9312474686107736,0.9303465951940357,0.993700|0.894618,0.846872|0.995887,0.914430|0.942540,4284|5592,3628|656|23|5569,0.9354838709677419,0.9419507457509538,0.9354838709677419,0.9346906329254121,0.998925|0.897419,0.853860|0.999282,0.920714|0.945615,1088|1392,929|159|1|1391
29,0.17867369348039994,0.16288998622005268,0.9319562575941677,0.9379505641736872,0.9319562575941677,0.9310968175343222,0.992366|0.896263,0.849673|0.994993,0.915493|0.943051,4284|5592,3640|644|28|5564,0.9354838709677419,0.9419507457509538,0.9354838709677419,0.9346906329254121,0.998925|0.897419,0.853860|0.999282,0.920714|0.945615,1088|1392,929|159|1|1391
30,0.17179510726505876,0.1628337016297599,0.9333738355609559,0.9396411032809563,0.9333738355609559,0.9325138407417456,0.995626|0.896751,0.850140|0.997139,0.917149|0.944285,4284|5592,3642|642|16|5576,0.9354838709677419,0.9419507457509538,0.9354838709677419,0.9346906329254121,0.998925|0.897419,0.853860|0.999282,0.920714|0.945615,1088|1392,929|159|1|1391
31,0.16940494596512398,0.1608393305944184,0.9342851356824625,0.9406072530355434,0.9342851356824625,0.9334350743524877,0.996992|0.897411,0.851074|0.998033,0.918272|0.945051,4284|5592,3646|638|11|5581,0.9354838709677419,0.9419507457509538,0.9354838709677419,0.9346906329254121,0.998925|0.897419,0.853860|0.999282,0.920714|0.945615,1088|1392,929|159|1|1391
32,0.16894675679823273,0.16544397730948562,0.9345889023896314,0.9409903297682404,0.9345889023896314,0.9337372983795325,0.997811|0.897461,0.851074|0.998569,0.918619|0.945319,4284|5592,3646|638|8|5584,0.9350806451612903,0.9414428575298325,0.9350806451612903,0.9342893410365075,0.997852|0.897353,0.853860|0.998563,0.920258|0.945257,1088|1392,929|159|2|1390
33,0.1700583395635725,0.16522477150468504,0.9334750911300121,0.9399055716812381,0.9334750911300121,0.9326034065426825,0.996713|0.896386,0.849440|0.997854,0.917202|0.944402,4284|5592,3639|645|12|5580,0.9354838709677419,0.9419507457509538,0.9354838709677419,0.9346906329254121,0.998925|0.897419,0.853860|0.999282,0.920714|0.945615,1088|1392,929|159|1|1391
34,0.16912131412671164,0.1619392002032975,0.9333738355609559,0.9398697375239193,0.9333738355609559,0.9324952217887545,0.996985|0.896114,0.848973|0.998033,0.917045|0.944332,4284|5592,3637|647|11|5581,0.9354838709677419,0.9419507457509538,0.9354838709677419,0.9346906329254121,0.998925|0.897419,0.853860|0.999282,0.920714|0.945615,1088|1392,929|159|1|1391
35,0.16711504325971135,0.16921912537792982,0.9350951802349129,0.9413096597743927,0.9350951802349129,0.9342664149109358,0.997270|0.898439,0.852708|0.998212,0.919341|0.945701,4284|5592,3653|631|10|5582,0.9330645161290323,0.9396318073919476,0.9330645161290323,0.9322272451523854,0.996767|0.894974,0.850184|0.997845,0.917659|0.943614,1088|1392,925|163|3|1389
36,0.1733379539452557,0.18710565680669525,0.9325637910085055,0.9386678683068549,0.9325637910085055,0.9317045701573929,0.993723|0.896491,0.849907|0.995887,0.916205|0.943578,4284|5592,3641|643|23|5569,0.9342741935483871,0.9406092768193327,0.9342741935483871,0.9334730595587002,0.996778|0.896708,0.852941|0.997845,0.919267|0.944577,1088|1392,928|160|3|1389
37,0.16730174702456874,0.16177380817421413,0.9346901579586877,0.9411181456106356,0.9346901579586877,0.9338380478931689,0.998084|0.897477,0.851074|0.998748,0.918735|0.945408,4284|5592,3646|638|7|5585,0.9354838709677419,0.9419507457509538,0.9354838709677419,0.9346906329254121,0.998925|0.897419,0.853860|0.999282,0.920714|0.945615,1088|1392,929|159|1|1391
38,0.1625351567681019,0.19475258444830523,0.935803969218307,0.9422486287821547,0.935803969218307,0.9349681844777457,0.999453|0.898425,0.852474|0.999642,0.920131|0.946335,4284|5592,3652|632|2|5590,0.9282258064516129,0.9325033917628579,0.9282258064516129,0.9275188279541813,0.976939|0.897772,0.856618|0.984195,0.912831|0.938999,1088|1392,932|156|22|1370
