train_loss,test_loss,train_acc_hc,train_acc_pd,test_acc_hc,test_acc_pd,test_acc_combined
0.6061461489384383,0.4039661555977191,0.655933576346699,0.6229338842975206,0.780241935483871,0.7885479041916168,0.7843949198377439
0.36212092781602956,0.29983238320229416,0.8218914540299717,0.8161157024793388,0.8294354838709678,0.8357035928143712,0.8325695383426694
0.31605204170852963,0.29661766540701107,0.8591535034426894,0.8462622088655146,0.8592741935483871,0.8357035928143712,0.8474888931813791
0.2936251456639879,0.29094160676507624,0.8712029161603888,0.8592223891810669,0.882258064516129,0.8779940119760479,0.8801260382460885
0.2598250975285914,0.2546182882230161,0.8893276630214662,0.8803531179564238,0.8911290322580645,0.8895958083832335,0.890362420320649
0.23670408294019657,0.2053103959030014,0.9028959092750102,0.8980090157776108,0.9330645161290323,0.9090568862275449,0.9210607011782885
0.2227900031619013,0.18685930582173801,0.9122114216281896,0.9065552216378663,0.9334677419354839,0.9236526946107785,0.9285602182731312
0.20281411801530666,0.1758240232149423,0.9201093560145808,0.9123779113448535,0.9334677419354839,0.9240269461077845,0.9287473440216342
0.2083996642516563,0.2705930116570602,0.9208181449979749,0.9114387678437266,0.9084677419354839,0.8652694610778443,0.886868601506664
0.19761921538785898,0.2566323707795749,0.9244633454840017,0.9132231404958677,0.932258064516129,0.8794910179640718,0.9058745412401004
0.1929373071475126,0.18532545517309237,0.927298501417578,0.9148196844477836,0.9354838709677419,0.9105538922155688,0.9230188815916553
0.1914245982433029,0.17943912340422807,0.930032401782098,0.9144440270473329,0.9354838709677419,0.8877245508982036,0.9116042109329727
0.18135295948711658,0.17814401240419533,0.9324625354394491,0.9178249436513899,0.9241935483870968,0.9244011976047904,0.9242973729959436
0.18473738664262618,0.17239113903399242,0.9311462130417173,0.9182945154019534,0.9350806451612903,0.9244011976047904,0.9297409213830403
0.17842787593140463,0.2238979421682277,0.9328675577156743,0.9183884297520661,0.8915322580645161,0.9157934131736527,0.9036628356190843
0.1792048345493428,0.16915869738085795,0.932766302146618,0.9184823441021788,0.9354838709677419,0.9247754491017964,0.9301296600347692
0.17307708266029648,0.17030397808905376,0.9348926690968004,0.9193275732531931,0.9338709677419355,0.9244011976047904,0.929136082673363
0.17242769022697554,0.25689817611443794,0.9343863912515188,0.9205484598046582,0.9221774193548387,0.8720059880239521,0.8970917036893954
0.17391380032711928,0.20351870831544117,0.9341838801134063,0.9212997746055598,0.9318548387096774,0.8839820359281437,0.9079184373189106
0.17627629676008122,0.6094524744203536,0.9331713244228432,0.9208302028549963,0.8616935483870968,0.8353293413173652,0.8485114448522311
0.17771917811297758,0.33040728060118224,0.9342851356824625,0.9189519158527423,0.9217741935483871,0.9094311377245509,0.915602665636469
0.17958922289726692,0.17189946385510899,0.9328675577156743,0.919984973703982,0.9346774193548387,0.9247754491017964,0.9297264342283176
0.16382611425477828,0.17692133777980076,0.9361077359254759,0.9239293764087152,0.9346774193548387,0.9240269461077845,0.9293521827313116
0.16388646046565228,0.1695651197963852,0.9359052247873633,0.9247746055597296,0.9350806451612903,0.9247754491017964,0.9299280471315434
0.16187274716874261,0.17201201150477943,0.9362089914945322,0.9248685199098422,0.9354838709677419,0.9244011976047904,0.9299425342862662
0.1667978733187697,0.16582759255069798,0.9355002025111381,0.9235537190082644,0.9354838709677419,0.9251497005988024,0.9303167857832721
0.16605779342752197,0.167352200248989,0.9362089914945322,0.9234598046581518,0.9350806451612903,0.9255239520958084,0.9303022986285494
0.1650694179921002,0.2243843511125799,0.9365127582017011,0.9234598046581518,0.9225806451612903,0.8836077844311377,0.903094214796214
0.16471027886810088,0.1691383244627613,0.935803969218307,0.9239293764087152,0.9334677419354839,0.9240269461077845,0.9287473440216342
0.1652599061087444,0.1710957771766994,0.9361077359254759,0.9231780616078137,0.9350806451612903,0.9229041916167665,0.9289924183890284
0.1612080470489326,0.16755761307174877,0.9371202916160389,0.9251502629601803,0.9354838709677419,0.9247754491017964,0.9301296600347692
0.166117628936594,0.16722904429849933,0.9362089914945322,0.9247746055597296,0.9334677419354839,0.9232784431137725,0.9283730925246282
0.15938503311137317,0.16600992044402382,0.93681652490887,0.9267468069120962,0.9358870967741936,0.9251497005988024,0.930518398686498
0.16116664142645018,0.16668614309470534,0.935803969218307,0.9248685199098422,0.9354838709677419,0.9255239520958084,0.9305039115317751
0.15918332913878516,0.17462311906077094,0.9375253138922641,0.9265589782118707,0.9342741935483871,0.9229041916167665,0.9285891925825769
0.16225442045410135,0.1815102262012029,0.9370190360469826,0.9259015777610818,0.9326612903225806,0.9210329341317365,0.9268471122271585
0.16061752532634732,0.17033420831470167,0.9374240583232077,0.9260894064613073,0.9354838709677419,0.9236526946107785,0.9295682827892602
0.1606952635096725,0.17781643733634786,0.9377278250303767,0.9263711495116453,0.9338709677419355,0.9232784431137725,0.9285747054278539
0.15946305782496292,0.1716740981249486,0.9381328473066018,0.9278737791134485,0.9338709677419355,0.9236526946107785,0.928761831176357
0.16010439716183783,0.17680561390973754,0.9386391251518833,0.9276859504132231,0.9338709677419355,0.9225299401197605,0.9282004539308479
0.15857829099692547,0.17823359168181985,0.938537869582827,0.9272163786626596,0.9346774193548387,0.9221556886227545,0.9284165539887966
0.1577625924509968,0.18565981317374666,0.9384366140137708,0.9278737791134485,0.9346774193548387,0.9229041916167665,0.9287908054858026
0.15957045917273588,0.1794668338182619,0.9384366140137708,0.9273102930127723,0.9354838709677419,0.9217814371257484,0.9286326540467451
