epoch,accuracy,precision,recall,f1
1,0.7559880239520959,0.7579727809502331,0.7559880239520959,0.7546885163706423
2,0.7645958083832335,0.7674060900413591,0.7645958083832335,0.7631020294854197
3,0.7402694610778443,0.7408468598834405,0.7402694610778443,0.7394702550396045
4,0.7604790419161677,0.7626878744834631,0.7604790419161677,0.7591477940689657
5,0.5602544910179641,0.5707753009874698,0.5602544910179641,0.554120494523649
6,0.5872005988023952,0.5961896150553943,0.5872005988023952,0.5836617825535911
7,0.7301646706586826,0.730302051196754,0.7301646706586826,0.7295914640918582
8,0.7634730538922155,0.7664770072472652,0.7634730538922155,0.7618973652336407
9,0.7623502994011976,0.7651996352043057,0.7623502994011976,0.7608124256141995
10,0.593188622754491,0.6013975969437245,0.593188622754491,0.5903144886622623
11,0.7642215568862275,0.7670670075941215,0.7642215568862275,0.7627106324926344
12,0.7634730538922155,0.7664770072472652,0.7634730538922155,0.7618973652336407
13,0.7634730538922155,0.7664770072472652,0.7634730538922155,0.7618973652336407
14,0.5464071856287425,0.5574692271268723,0.5464071856287425,0.5384543657380529
15,0.8297155688622755,0.8297786928511593,0.8297155688622755,0.8297377114097896
16,0.6407185628742516,0.6446383779243043,0.6407185628742516,0.6403108081608813
17,0.7619760479041916,0.7645256046471832,0.7619760479041916,0.7605391502310528
18,0.7642215568862275,0.7671537173082409,0.7642215568862275,0.7626808826593023
19,0.47155688622754494,0.47439423874113,0.47155688622754494,0.46998554714072355
20,0.5471556886227545,0.5581971428742558,0.5471556886227545,0.5393085400854193
21,0.749251497005988,0.8307265198022964,0.749251497005988,0.7291265026495203
22,0.7705838323353293,0.7729322466234106,0.7705838323353293,0.7693221746918811
23,0.7638473053892215,0.7668152833994072,0.7638473053892215,0.7622891826283111
24,0.7773203592814372,0.7791064434102707,0.7773203592814372,0.7763192257508501
25,0.7645958083832335,0.7674923100221186,0.7645958083832335,0.7630724656871362
26,0.7645958083832335,0.7674923100221186,0.7645958083832335,0.7630724656871362
27,0.8383233532934131,0.8386798855660272,0.8383233532934131,0.8383813767813211
28,0.8315868263473054,0.8316973212215535,0.8315868263473054,0.8316192335734479
29,0.7660928143712575,0.7688482898962662,0.7660928143712575,0.7646376349664348
30,0.8375748502994012,0.8378980680734238,0.8375748502994012,0.8376308679232245
31,0.8383233532934131,0.8386798855660272,0.8383233532934131,0.8383813767813211
32,0.7642215568862275,0.7671537173082409,0.7642215568862275,0.7626808826593023
33,0.7705838323353293,0.7729322466234106,0.7705838323353293,0.7693221746918811
34,0.7627245508982036,0.7656249256073556,0.7627245508982036,0.7611740946126946
35,0.7799401197604791,0.781524296542083,0.7799401197604791,0.7790310381466352
36,0.7799401197604791,0.7812717150947905,0.7799401197604791,0.7791189470486196
37,0.7758233532934131,0.7777291394852902,0.7758233532934131,0.774767325733568
38,0.8345808383233533,0.8347858757912209,0.8345808383233533,0.8346267656422843
39,0.5767215568862275,0.586417073617892,0.5767215568862275,0.5722615198201924
40,0.8383233532934131,0.8386798855660272,0.8383233532934131,0.8383813767813211
41,0.5741017964071856,0.5848491615747519,0.5741017964071856,0.5687296910316083
42,0.8667664670658682,0.8694564746578457,0.8667664670658682,0.8662160707146294
43,0.7919161676646707,0.8050334836668114,0.7919161676646707,0.7883550757710461
44,0.8102544910179641,0.8225152717244558,0.8102544910179641,0.8073654781051169
45,0.7971556886227545,0.8123199492446656,0.7971556886227545,0.7933438531254665
46,0.8499251497005988,0.8548689582618705,0.8499251497005988,0.8489157622052081
47,0.8667664670658682,0.8694564746578457,0.8667664670658682,0.8662160707146294
48,0.8667664670658682,0.8694564746578457,0.8667664670658682,0.8662160707146294
49,0.8667664670658682,0.8694564746578457,0.8667664670658682,0.8662160707146294
50,0.8368263473053892,0.8376328864011109,0.8368263473053892,0.8364734758272245
51,0.8667664670658682,0.8694564746578457,0.8667664670658682,0.8662160707146294
52,0.8667664670658682,0.8694564746578457,0.8667664670658682,0.8662160707146294
53,0.8637724550898204,0.8668197364770035,0.8637724550898204,0.8631527394090133
54,0.8521706586826348,0.8567807540535001,0.8521706586826348,0.8512325940329744
55,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
56,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
57,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
58,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
59,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
60,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
61,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
62,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
63,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
64,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
65,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
66,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
67,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
68,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
69,0.8491766467065869,0.8542338503427525,0.8491766467065869,0.8481427491635009
70,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
71,0.8514221556886228,0.8561424029775541,0.8514221556886228,0.8504606818406885
72,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
73,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
74,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
75,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
76,0.8517964071856288,0.8564614420439052,0.8517964071856288,0.8508466832810843
77,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
78,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
79,0.8514221556886228,0.8561424029775541,0.8514221556886228,0.8504606818406885
80,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
81,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
82,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
83,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
84,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
85,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
86,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
87,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
88,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
89,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
90,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
91,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
92,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
93,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
94,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
95,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
96,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
97,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
98,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
99,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
100,0.8488023952095808,0.8539166968766816,0.8488023952095808,0.8477561031098736
