epoch,train_loss,val_loss,train_accuracy,train_precision_avg,train_recall_avg,train_f1_avg,train_precision_per_class,train_recall_per_class,train_f1_per_class,train_support_per_class,train_confusion_matrix,val_accuracy,val_precision_avg,val_recall_avg,val_f1_avg,val_precision_per_class,val_recall_per_class,val_f1_per_class,val_support_per_class,val_confusion_matrix
11,0.19519200265343745,0.19095678134994992,0.9149135987978964,0.9237153112993468,0.9149135987978964,0.9141183456721366,0.867241|0.986176,0.989449|0.832476,0.924323|0.902831,5592|5056,5533|59|847|4209,0.9101796407185628,0.9229225753074606,0.9101796407185628,0.909128591706944,0.853808|0.998084,0.998563|0.814063,0.920530|0.896730,1392|1280,1390|2|238|1042
12,0.19313977882106503,0.17483309586927043,0.9164162283996995,0.9254566984324837,0.9164162283996995,0.9156221690589724,0.868034|0.988967,0.991595|0.833267,0.925710|0.904465,5592|5056,5545|47|843|4213,0.9240269461077845,0.9334960611337813,0.9240269461077845,0.923348168193979,0.873195|0.999073,0.999282|0.842187,0.931993|0.913947,1392|1280,1391|1|202|1078
13,0.1952602224189158,0.17245430890786445,0.9152892561983471,0.9244890922040895,0.9152892561983471,0.914471363684162,0.866635|0.988476,0.991237|0.831290,0.924758|0.903094,5592|5056,5543|49|853|4203,0.9251497005988024,0.9345530045436765,0.9251497005988024,0.9244864657924574,0.874372|1.000000,1.000000|0.843750,0.932976|0.915254,1392|1280,1392|0|200|1080
14,0.18744953121088556,0.17074419715899533,0.9170736288504884,0.9260135408495009,0.9170736288504884,0.9162937950815286,0.868870|0.989215,0.991774|0.834454,0.926263|0.905268,5592|5056,5546|46|837|4219,0.9251497005988024,0.9345530045436765,0.9251497005988024,0.9244864657924574,0.874372|1.000000,1.000000|0.843750,0.932976|0.915254,1392|1280,1392|0|200|1080
15,0.20119067500853946,0.1704932073667898,0.91190833959429,0.92090449158311,0.91190833959429,0.9110646426554303,0.864049|0.983788,0.987661|0.828125,0.921729|0.899270,5592|5056,5523|69|869|4187,0.9247754491017964,0.9340687217743808,0.9247754491017964,0.9241144150549124,0.874293|0.999075,0.999282|0.843750,0.932618|0.914867,1392|1280,1391|1|200|1080
16,0.19572317283959537,0.1859323710708295,0.91190833959429,0.9203369116995694,0.91190833959429,0.9111051125370989,0.865421|0.981075,0.985515|0.830498,0.921572|0.899529,5592|5056,5511|81|857|4199,0.9247754491017964,0.9342670591021347,0.9247754491017964,0.9241033586551222,0.873823|1.000000,1.000000|0.842969,0.932663|0.914794,1392|1280,1392|0|201|1079
17,0.18818676459744604,0.18136275288159565,0.9174492862509391,0.9264976076447708,0.9174492862509391,0.9166666330670281,0.868953|0.990143,0.992489|0.834454,0.926622|0.905656,5592|5056,5550|42|837|4219,0.9247754491017964,0.9340687217743808,0.9247754491017964,0.9241144150549124,0.874293|0.999075,0.999282|0.843750,0.932618|0.914867,1392|1280,1391|1|200|1080
18,0.19776128148321037,0.22706797592720743,0.910687453042825,0.919102902724216,0.910687453042825,0.909871403723832,0.864343|0.979668,0.984442|0.829114,0.920492|0.898125,5592|5056,5505|87|864|4192,0.9094311377245509,0.9226086853442436,0.9094311377245509,0.9083405438712067,0.852328|0.999038,0.999282|0.811719,0.919974|0.895690,1392|1280,1391|1|241|1039
19,0.18173053408364667,0.17873476755063414,0.9192336589030804,0.9282643207374532,0.9192336589030804,0.9184725865153367,0.870614|0.992026,0.993920|0.836630,0.928190|0.907725,5592|5056,5558|34|826|4230,0.9236526946107785,0.9328148223484675,0.9236526946107785,0.9229873708015968,0.873585|0.997227,0.997845|0.842969,0.931590|0.913633,1392|1280,1389|3|201|1079
20,0.17567528508268537,0.22438202665771467,0.9197032306536439,0.9286755243150984,0.9197032306536439,0.918951205638603,0.871180|0.992266,0.994099|0.837421,0.928589|0.908291,5592|5056,5559|33|822|4234,0.9090568862275449,0.9221017852590219,0.9090568862275449,0.9079695557794698,0.852238|0.998079,0.998563|0.811719,0.919616|0.895304,1392|1280,1390|2|241|1039
21,0.1781191414489353,0.16936134925838245,0.9198910593538693,0.9293610499990063,0.9198910593538693,0.9191097897282912,0.870177|0.994820,0.996066|0.835641,0.928875|0.908309,5592|5056,5570|22|831|4225,0.9247754491017964,0.9342670591021347,0.9247754491017964,0.9241033586551222,0.873823|1.000000,1.000000|0.842969,0.932663|0.914794,1392|1280,1392|0|201|1079
22,0.17564227149624387,0.16839215702424615,0.9205484598046582,0.9296196707153485,0.9205484598046582,0.9197997769674128,0.871711|0.993668,0.995172|0.838014,0.929359|0.909227,5592|5056,5565|27|819|4237,0.9251497005988024,0.9345530045436765,0.9251497005988024,0.9244864657924574,0.874372|1.000000,1.000000|0.843750,0.932976|0.915254,1392|1280,1392|0|200|1080
23,0.1748334691486854,0.16922014774912494,0.9211119459053343,0.9302985603288296,0.9211119459053343,0.920362496639929,0.871947|0.994836,0.996066|0.838212,0.929883|0.909833,5592|5056,5570|22|818|4238,0.9247754491017964,0.9340687217743808,0.9247754491017964,0.9241144150549124,0.874293|0.999075,0.999282|0.843750,0.932618|0.914867,1392|1280,1391|1|200|1080
24,0.1786112396537109,0.17289367501260872,0.9214876033057852,0.9302009147847835,0.9214876033057852,0.9207717207686726,0.873430|0.992991,0.994635|0.840585,0.930100|0.910454,5592|5056,5562|30|806|4250,0.9244011976047904,0.9339814724378095,0.9244011976047904,0.9237201737430363,0.873275|1.000000,1.000000|0.842187,0.932351|0.914334,1392|1280,1392|0|202|1078
