epoch,accuracy,accuracy_HC,accuracy_PD,accuracy_DD,precision_avg,recall_avg,f1_avg,precision_HC,recall_HC,f1_HC,precision_PD,recall_PD,f1_PD,precision_DD,recall_DD,f1_DD
1,0.40515463917525774,0.010416666666666666,1.0,0.11759868421052631,0.5073193406130352,0.40515463917525774,0.27344175763897194,0.5909090909090909,0.010416666666666666,0.02047244094488189,0.3933333333333333,1.0,0.5645933014354066,0.5542635658914729,0.11759868421052631,0.19402985074626866
2,0.5600515463917526,0.31650641025641024,0.9060734463276836,0.40707236842105265,0.5572854972508491,0.5600515463917526,0.5304637056230007,0.5563380281690141,0.31650641025641024,0.4034729315628192,0.5659461843846493,0.9060734463276836,0.69671463480858,0.5481727574750831,0.40707236842105265,0.4672015101462954
3,0.640979381443299,0.41025641025641024,0.992231638418079,0.46875,0.639382041717736,0.640979381443299,0.614878463651993,0.6572528883183568,0.41025641025641024,0.5051800690675876,0.6480627306273062,0.992231638418079,0.7840401785714286,0.6109324758842444,0.46875,0.5304792926942764
4,0.6778350515463918,0.2796474358974359,0.9978813559322034,0.7138157894736842,0.7500779499299718,0.6778350515463918,0.6395305019603875,0.9748603351955307,0.2796474358974359,0.43462017434620176,0.6809638554216867,0.9978813559322034,0.8095101690060155,0.5998617829993089,0.7138157894736842,0.6518963574915508
5,0.7298969072164948,0.3798076923076923,0.9950564971751412,0.7804276315789473,0.7709782196011314,0.7298969072164948,0.7054989007413744,0.9239766081871345,0.3798076923076923,0.5383304940374787,0.7567132116004296,0.9950564971751412,0.8596705308114704,0.6305647840531562,0.7804276315789473,0.6975376699742741
6,0.7461340206185567,0.7331730769230769,0.9943502824858758,0.47039473684210525,0.7519156709040591,0.7461340206185567,0.7302050330662062,0.6828358208955224,0.7331730769230769,0.7071097372488409,0.7715068493150685,0.9943502824858758,0.8688676334464671,0.8,0.47039473684210525,0.5924391506991197
7,0.8149484536082474,0.8517628205128205,0.998587570621469,0.5633223684210527,0.8381650693792936,0.8149484536082474,0.8050180149011785,0.7776152158010241,0.8517628205128205,0.8130019120458891,0.7851193781232648,0.998587570621469,0.879079888094498,0.9620786516853933,0.5633223684210527,0.7105809128630706
8,0.8028350515463918,0.688301282051282,0.9992937853107344,0.6916118421052632,0.811887585996834,0.8028350515463918,0.7969483334288162,0.8864809081527347,0.688301282051282,0.7749210645015787,0.7690217391304348,0.9992937853107344,0.8691646191646192,0.7852474323062558,0.6916118421052632,0.7354613030170529
9,0.7945876288659793,0.6666666666666666,0.9653954802259888,0.7269736842105263,0.7987784219721639,0.7945876288659793,0.7897672239091488,0.8577319587628865,0.6666666666666666,0.7502254283137962,0.7943056362579896,0.9653954802259888,0.8715333120816067,0.7434819175777965,0.7269736842105263,0.7351351351351352
10,0.8085051546391753,0.71875,0.911723163841808,0.7804276315789473,0.8107343007109498,0.8085051546391753,0.8065662999784957,0.8259668508287292,0.71875,0.7686375321336761,0.7867154174283973,0.911723163841808,0.8446189074255807,0.8230702515177797,0.7804276315789473,0.801181933305192
11,0.8286082474226805,0.6602564102564102,0.989406779661017,0.8141447368421053,0.8441916496347118,0.8286082474226805,0.8240052684041289,0.9548088064889919,0.6602564102564102,0.7806726669824727,0.8001142204454598,0.989406779661017,0.8847489737922324,0.7819905213270142,0.8141447368421053,0.797743755036261
12,0.8260309278350515,0.6442307692307693,0.9992937853107344,0.8108552631578947,0.8501848926159917,0.8260309278350515,0.8211348433652637,0.9962825278810409,0.6442307692307693,0.7824817518248175,0.7848031059345535,0.9992937853107344,0.8791550170860516,0.7763779527559055,0.8108552631578947,0.7932421560740145
13,0.8304123711340207,0.7171474358974359,0.9992937853107344,0.75,0.8412447603494129,0.8304123711340207,0.8264869735462429,0.9207818930041153,0.7171474358974359,0.8063063063063063,0.7848031059345535,0.9992937853107344,0.8791550170860516,0.8253393665158371,0.75,0.7858681602757432
14,0.8327319587628866,0.6666666666666666,0.9957627118644068,0.8133223684210527,0.8548413290597942,0.8327319587628866,0.8288030149329174,0.994026284348865,0.6666666666666666,0.7980815347721822,0.7846410684474123,0.9957627118644068,0.8776844070961718,0.7937399678972713,0.8133223684210527,0.8034118602761983
15,0.8435567010309278,0.6666666666666666,1.0,0.8429276315789473,0.8646539821683403,0.8435567010309278,0.8393008021389393,0.9987995198079231,0.6666666666666666,0.7996155694377703,0.8018120045300113,1.0,0.8900062853551226,0.8001561280249805,0.8429276315789473,0.8209851822186623
16,0.8430412371134021,0.6666666666666666,0.998587570621469,0.8429276315789473,0.8633394208119362,0.8430412371134021,0.8387560749241064,0.994026284348865,0.6666666666666666,0.7980815347721822,0.8029528676888131,0.998587570621469,0.8901479383065786,0.7995319812792512,0.8429276315789473,0.8206565252201762
17,0.8293814432989691,0.6546474358974359,0.9978813559322034,0.8125,0.852740390317071,0.8293814432989691,0.8249537424198267,0.9963414634146341,0.6546474358974359,0.7901353965183753,0.784564131038312,0.9978813559322034,0.8784581908610507,0.7847498014297061,0.8125,0.7983838383838384
18,0.843298969072165,0.6666666666666666,0.998587570621469,0.84375,0.8646162810436825,0.843298969072165,0.8391116436490955,1.0,0.6666666666666666,0.8,0.8015873015873016,0.998587570621469,0.889308176100629,0.7990654205607477,0.84375,0.8208
19,0.8438144329896907,0.6666666666666666,1.0,0.84375,0.8650889705130884,0.8438144329896907,0.839572374637546,1.0,0.6666666666666666,0.8,0.8018120045300113,1.0,0.8900062853551226,0.8003120124804992,0.84375,0.8214571657325861
20,0.831958762886598,0.8717948717948718,1.0,0.5953947368421053,0.8586360591017045,0.831958762886598,0.8240824604428497,0.8035450516986706,0.8717948717948718,0.8362797847809378,0.7857935627081021,1.0,0.8800497203231821,1.0,0.5953947368421053,0.7463917525773196
21,0.8353092783505155,0.6402243589743589,1.0,0.84375,0.8587946424905065,0.8353092783505155,0.8299932726337783,1.0,0.6402243589743589,0.7806546165119688,0.8018120045300113,1.0,0.8900062853551226,0.7802281368821293,0.84375,0.8107467404188068
22,0.8471649484536082,0.7379807692307693,1.0,0.78125,0.8562966868187338,0.8471649484536082,0.843951879925483,0.9237713139418254,0.7379807692307693,0.820489977728285,0.8018120045300113,1.0,0.8900062853551226,0.8504923903312444,0.78125,0.8144020574367766
23,0.829639175257732,0.6418269230769231,1.0,0.8240131578947368,0.8550998030480013,0.829639175257732,0.8246349143584166,1.0,0.6418269230769231,0.7818448023426061,0.7771679473106476,1.0,0.8746139592340951,0.7971360381861575,0.8240131578947368,0.810351799433886
24,0.8420103092783505,0.6915064102564102,1.0,0.8125,0.8559728032705911,0.8420103092783505,0.8380974625893285,0.9578246392896781,0.6915064102564102,0.80316426244765,0.8018120045300113,1.0,0.8900062853551226,0.8145094806265457,0.8125,0.8135034993824619
25,0.8420103092783505,0.7147435897435898,1.0,0.7886513157894737,0.8520163555381999,0.8420103092783505,0.8383315268757365,0.9301355578727841,0.7147435897435898,0.8083371091980064,0.8018120045300113,1.0,0.8900062853551226,0.8303030303030303,0.7886513157894737,0.8089413749472796
26,0.8494845360824742,0.8677884615384616,0.9992937853107344,0.65625,0.8695376093037259,0.8494845360824742,0.8445659921809212,0.8254573170731707,0.8677884615384616,0.84609375,0.8016997167138811,0.9992937853107344,0.8896573404589752,0.9937733499377335,0.65625,0.7904903417533432
27,0.8402061855670103,0.7171474358974359,0.9992937853107344,0.78125,0.855216965412363,0.8402061855670103,0.8371470757934139,0.9592711682743837,0.7171474358974359,0.8207244383310408,0.7848031059345535,0.9992937853107344,0.8791550170860516,0.8304195804195804,0.78125,0.8050847457627118
28,0.8402061855670103,0.8717948717948718,1.0,0.6217105263157895,0.8637206690871365,0.8402061855670103,0.833678607086498,0.801178203240059,0.8717948717948718,0.8349961627014582,0.8018120045300113,1.0,0.8900062853551226,1.0,0.6217105263157895,0.7667342799188641
