epoch,accuracy,accuracy_HC,accuracy_PD,accuracy_DD,precision_avg,recall_avg,f1_avg,precision_HC,recall_HC,f1_HC,precision_PD,recall_PD,f1_PD,precision_DD,recall_DD,f1_DD
1,0.5291514836022905,0.2299145299145299,0.915948275862069,0.38203125,0.5021661613538808,0.5291514836022905,0.49020751299856513,0.42971246006389774,0.2299145299145299,0.29955456570155903,0.5756207674943566,0.915948275862069,0.7069586914333241,0.4885114885114885,0.38203125,0.42875931608943446
2,0.696251952108277,0.6153846153846154,1.0,0.43984375,0.7489335265728487,0.696251952108277,0.6787286092655616,0.7280080889787665,0.6153846153846154,0.666975451597962,0.6242152466367713,1.0,0.7686361126449476,0.9036918138041734,0.43984375,0.5916973200210195
3,0.7597605413846955,0.5538461538461539,1.0,0.68671875,0.7994829034383834,0.7597605413846955,0.7512726844393481,0.9487554904831625,0.5538461538461539,0.6994063680518079,0.6777020447906524,1.0,0.807893209518282,0.7954751131221719,0.68671875,0.7371069182389937
4,0.7532535137948985,0.5598290598290598,0.8390804597701149,0.83671875,0.7957875118543611,0.7532535137948985,0.7511489262844089,0.9969558599695586,0.5598290598290598,0.7170224411603722,0.7633986928104575,0.8390804597701149,0.7994524298425736,0.6471299093655589,0.83671875,0.7298126064735946
5,0.76730869338886,0.6923076923076923,0.9339080459770115,0.6546875,0.7719576409480134,0.76730869338886,0.7625422841868421,0.7555970149253731,0.6923076923076923,0.7225691347011597,0.7466973004020678,0.9339080459770115,0.8298755186721992,0.814382896015549,0.6546875,0.7258553486357731
6,0.8094742321707444,0.6923076923076923,0.9978448275862069,0.71171875,0.8168494285945519,0.8094742321707444,0.803942837747988,0.826530612244898,0.6923076923076923,0.7534883720930232,0.7725250278086763,0.9978448275862069,0.870846394984326,0.856203007518797,0.71171875,0.7773037542662116
7,0.7748568453930245,0.629059829059829,0.9209770114942529,0.74921875,0.7896141885498035,0.7748568453930245,0.7713124245710378,0.9008567931456548,0.629059829059829,0.7408152994464016,0.7401847575057737,0.9209770114942529,0.8207426376440461,0.7416860015467904,0.74921875,0.7454333462883793
8,0.853461738677772,0.6897435897435897,1.0,0.84375,0.8723224885210065,0.853461738677772,0.8501461623010796,1.0,0.6897435897435897,0.8163884673748103,0.799081515499426,1.0,0.8883216336949585,0.8352668213457076,0.84375,0.8394869801787797
9,0.8219677251431546,0.7675213675213676,0.992816091954023,0.6859375,0.8312640946041575,0.8219677251431546,0.8173128620255476,0.8163636363636364,0.7675213675213676,0.7911894273127753,0.7843359818388195,0.992816091954023,0.8763474952441345,0.8959183673469387,0.6859375,0.7769911504424779
10,0.7852680895366997,0.629059829059829,0.9173850574712644,0.784375,0.7988094271051311,0.7852680895366997,0.7820173772005137,0.9064039408866995,0.629059829059829,0.7426841574167508,0.784880147510756,0.9173850574712644,0.8459754885723749,0.7156094084105489,0.784375,0.7484159522922103
11,0.8336803748047892,0.8717948717948718,1.0,0.61796875,0.8600186650618856,0.8336803748047892,0.8269402703225968,0.781010719754977,0.8717948717948718,0.8239095315024233,0.7977077363896848,1.0,0.8874721071087026,1.0,0.61796875,0.7638821825205215
12,0.8461738677771994,0.6923076923076923,0.9985632183908046,0.82109375,0.8606729504037007,0.8461738677771994,0.8425392931042115,0.965435041716329,0.6923076923076923,0.8063713290194127,0.7988505747126436,0.9985632183908046,0.8876117496807152,0.8321456848772764,0.82109375,0.8265827762485254
13,0.8261322228006247,0.67008547008547,1.0,0.7796875,0.8416972485832473,0.8261322228006247,0.82155534464939,0.9503030303030303,0.67008547008547,0.7859649122807018,0.7807066741447,1.0,0.8768503937007874,0.8087520259319287,0.7796875,0.7939538583929993
14,0.7896928682977615,0.6435897435897436,0.9152298850574713,0.78671875,0.8022132650875876,0.7896928682977615,0.7868940347629413,0.9072289156626506,0.6435897435897436,0.753,0.7844827586206896,0.9152298850574713,0.8448275862068966,0.7255043227665706,0.78671875,0.7548725637181409
15,0.8302967204580948,0.6666666666666666,0.9992816091954023,0.79609375,0.8430194673632814,0.8302967204580948,0.8254120854902792,0.9274673008323424,0.6666666666666666,0.7757334659373446,0.7854319593450029,0.9992816091954023,0.879544736010117,0.8284552845528456,0.79609375,0.8119521912350598
16,0.8453930244664237,0.6666666666666666,1.0,0.840625,0.8672584094996443,0.8453930244664237,0.8414254942989531,1.0,0.6666666666666666,0.8,0.7837837837837838,1.0,0.8787878787878788,0.8367029548989113,0.840625,0.838659392049883
17,0.8456533055700156,0.6649572649572649,0.9992816091954023,0.84375,0.8657853338231762,0.8456533055700156,0.8414096989504168,0.9987163029525032,0.6649572649572649,0.7983581323755772,0.7989661114302126,0.9992816091954023,0.8879668049792531,0.8169440242057489,0.84375,0.830130668716372
18,0.8394065590838106,0.7435897435897436,0.9985632183908046,0.75390625,0.8462311748278467,0.8394065590838106,0.8357272100061991,0.883248730964467,0.7435897435897436,0.8074245939675174,0.7988505747126436,0.9985632183908046,0.8876117496807152,0.8639212175470009,0.75390625,0.8051731330830204
19,0.8542425819885476,0.6923076923076923,1.0,0.84375,0.8729696451202357,0.8542425819885476,0.8510187680233626,1.0,0.6923076923076923,0.8181818181818182,0.799081515499426,1.0,0.8883216336949585,0.8372093023255814,0.84375,0.8404669260700389
