epoch,accuracy,precision_avg,recall_avg,f1_avg,precision_HC,recall_HC,f1_HC,precision_PD,recall_PD,f1_PD,precision_DD,recall_DD,f1_DD
1,0.4940135346173868,0.5243881344587253,0.4940135346173868,0.41810353013523066,0.5225225225225225,0.29743589743589743,0.3790849673202614,0.47983453981385726,1.0,0.6484975541579315,0.5745454545454546,0.1234375,0.2032154340836013
2,0.5950026028110359,0.6133530905597329,0.5950026028110359,0.5668482413002278,0.6600846262341326,0.4,0.4981373070782331,0.5664395229982965,0.9554597701149425,0.7112299465240641,0.621656050955414,0.38125,0.47263922518159807
3,0.6358667360749609,0.7023436950822901,0.6358667360749609,0.623612750461757,0.959051724137931,0.3803418803418803,0.5446756425948592,0.6060606060606061,0.8333333333333334,0.7017543859649122,0.5724043715846995,0.6546875,0.6107871720116618
4,0.6728266527850079,0.7096243983880175,0.6728266527850079,0.6514326131903927,0.8053691275167785,0.41025641025641024,0.5436013590033975,0.6153846153846154,1.0,0.7619047619047619,0.7245934959349594,0.55703125,0.6298586572438163
5,0.5960437272254034,0.6192407350506727,0.5960437272254034,0.5706226673909778,0.6983546617915904,0.3264957264957265,0.44496214327315087,0.5679893000445831,0.9152298850574713,0.7009628610729023,0.6026615969581749,0.4953125,0.5437392795883362
6,0.6915668922436231,0.7406291094468871,0.6915668922436231,0.686187359585256,0.9290989660265879,0.5376068376068376,0.6811044937736871,0.6021708352996696,0.9166666666666666,0.7268584448874964,0.7189292543021033,0.5875,0.646603611349957
7,0.7428422696512234,0.8096254395196705,0.7428422696512234,0.7373319967852462,0.9924698795180723,0.5632478632478632,0.7186477644492911,0.6256179775280899,1.0,0.7696986452861487,0.8426023084994754,0.62734375,0.7192118226600985
8,0.7501301405517959,0.8201906586462607,0.7501301405517959,0.7465706924559101,1.0,0.5897435897435898,0.7419354838709677,0.6236559139784946,1.0,0.7682119205298014,0.8695652173913043,0.625,0.7272727272727273
9,0.6402915148360229,0.652595554228978,0.6402915148360229,0.6373026984643265,0.702801461632156,0.4931623931623932,0.5796082370668006,0.6822498173849525,0.6709770114942529,0.6765664614270192,0.5744552058111381,0.74140625,0.6473396998635743
10,0.7509109838625716,0.7525498312178543,0.7509109838625716,0.7503909708596074,0.8092485549132948,0.717948717948718,0.7608695652173914,0.7686715135492399,0.8354885057471264,0.8006884681583477,0.6831913245546088,0.6890625,0.6861143523920653
11,0.7722540343571057,0.8077757955384764,0.7722540343571057,0.7673640039115133,0.9969742813918305,0.5632478632478632,0.7198252321135992,0.7508854781582054,0.9137931034482759,0.8243681140635126,0.6967047747141897,0.809375,0.7488254427177449
12,0.7834461218115565,0.8181701518877867,0.7834461218115565,0.7781448590140936,1.0,0.564957264957265,0.72200983069361,0.7693704600484261,0.9130747126436781,0.8350854139290408,0.7050359712230215,0.8421875,0.7675329298682805
13,0.7831858407079646,0.8176885347288585,0.7831858407079646,0.7780469070429603,0.995475113122172,0.5641025641025641,0.7201309328968903,0.7838669950738916,0.9145114942528736,0.8441644562334217,0.6919614147909968,0.840625,0.7590828924162257
14,0.7639250390421656,0.790475956499057,0.7639250390421656,0.7589519602759773,0.944206008583691,0.5641025641025641,0.7062600321027287,0.7658037326911499,0.9137931034482759,0.8332787422207665,0.6767881241565452,0.78359375,0.7262853005068791
15,0.7704320666319625,0.803985674420919,0.7704320666319625,0.7671005708491951,0.9928057553956835,0.5897435897435898,0.739946380697051,0.7214974475326149,0.9137931034482759,0.8063391442155309,0.7210982658959537,0.7796875,0.7492492492492493
16,0.786569495054659,0.8267039391975083,0.786569495054659,0.7756269511840086,0.7465007776049767,0.8205128205128205,0.7817589576547231,0.7374599786552828,0.992816091954023,0.8462951622780159,0.9970674486803519,0.53125,0.6931702344546381
17,0.7946382092660073,0.827554587543963,0.7946382092660073,0.7861438238133548,1.0,0.5641025641025641,0.7213114754098361,0.7520259319286872,1.0,0.8584643848288621,0.7520661157024794,0.78203125,0.7667560321715817
18,0.8206663196251952,0.8382295818375155,0.8206663196251952,0.8138792571953468,0.9498680738786279,0.6153846153846154,0.7468879668049793,0.7854319593450029,0.9992816091954023,0.879544736010117,0.7936024371667936,0.8140625,0.8037022753567297
19,0.8024466423737636,0.8216022017632707,0.8024466423737636,0.7946320536655107,0.945280437756498,0.5905982905982906,0.7269857969489742,0.7808988764044944,0.9985632183908046,0.8764186633039092,0.7528174305033809,0.7828125,0.7675220222137112
20,0.8178032274856846,0.8246576726784297,0.8178032274856846,0.8126142800007038,0.8446601941747572,0.7435897435897436,0.7909090909090909,0.7816544738323016,0.9978448275862069,0.8766172294099085,0.8531400966183574,0.68984375,0.7628509719222463
21,0.7660072878709006,0.7666291444197497,0.7660072878709006,0.7652605642656056,0.7182761372705507,0.7692307692307693,0.7428807263722658,0.8055555555555556,0.8333333333333334,0.8192090395480226,0.7684943429068756,0.68984375,0.7270481679703582
22,0.8284747527329516,0.8334901555146418,0.8284747527329516,0.8238864276348862,0.8454810495626822,0.7435897435897436,0.791268758526603,0.7989661114302126,0.9992816091954023,0.8879668049792531,0.8600746268656716,0.7203125,0.7840136054421769
23,0.8003643935450286,0.8042553652550107,0.8003643935450286,0.7981502543159087,0.7658450704225352,0.7435897435897436,0.7545533391153513,0.7854523227383863,0.923132183908046,0.8487450462351387,0.8598130841121495,0.71875,0.7829787234042553
