epoch,accuracy,precision_avg,recall_avg,f1_avg,precision_HC,recall_HC,f1_HC,precision_PD,recall_PD,f1_PD,precision_DD,recall_DD,f1_DD
1,0.5969387755102041,0.7268153438194619,0.5969387755102041,0.5713280136521249,0.9217221135029354,0.37740384615384615,0.5355315520181921,0.49661077417053157,1.0,0.663647199046484,0.7871287128712872,0.37265625,0.5058324496288441
2,0.6375,0.6721929168670734,0.6375,0.6241954771978204,0.7764705882352941,0.47596153846153844,0.5901639344262295,0.5728372926938593,0.9181034482758621,0.7054926856196522,0.6785714285714286,0.48984375,0.5689655172413793
3,0.6813775510204082,0.7637996496902889,0.6813775510204082,0.6608927342683315,0.9979296066252588,0.38621794871794873,0.5569035239745812,0.5996548748921484,0.9985632183908046,0.7493261455525606,0.7140303842716711,0.62421875,0.6661108795331389
4,0.7563775510204082,0.7697434445824834,0.7563775510204082,0.7469822804862574,0.7975077881619937,0.6153846153846154,0.694708276797829,0.710204081632653,1.0,0.8305489260143198,0.8074222668004012,0.62890625,0.7070707070707071
5,0.775765306122449,0.7950743284050463,0.775765306122449,0.7663208348816735,0.8938053097345132,0.5665064102564102,0.693477194703286,0.7321052631578947,0.9992816091954023,0.8450789793438639,0.7672904800650936,0.73671875,0.7516939019529693
6,0.7533163265306122,0.7816222837214536,0.7533163265306122,0.7486272452287714,0.9387483355525965,0.5649038461538461,0.7053526763381691,0.7401759530791789,0.9066091954022989,0.8149822408782693,0.6734972677595629,0.7703125,0.7186588921282799
7,0.7852040816326531,0.7917522159426739,0.7852040816326531,0.7754703864095627,0.7584,0.7596153846153846,0.7590072057646117,0.7767857142857143,1.0,0.8743718592964824,0.8405466970387244,0.5765625,0.6839666357738647
8,0.7880102040816327,0.8290830255682118,0.7880102040816327,0.7716206138173567,0.7171183079973562,0.8693910256410257,0.7859471206084752,0.7767857142857143,1.0,0.8743718592964824,0.9951219512195122,0.478125,0.645910290237467
9,0.7943877551020408,0.8018400650766434,0.7943877551020408,0.78752577825423,0.8691891891891892,0.6442307692307693,0.7399907961343765,0.7759197324414716,1.0,0.8738229755178908,0.7643630308076603,0.7171875,0.7400241837968561
10,0.8163265306122449,0.8344423351871604,0.8163265306122449,0.809554467388124,0.9504950495049505,0.6153846153846154,0.7470817120622568,0.7945205479452054,1.0,0.8854961832061069,0.7647058823529411,0.8125,0.7878787878787878
11,0.8237244897959184,0.8394364490688756,0.8237244897959184,0.8180877225319714,0.9468713105076741,0.6426282051282052,0.7656324582338903,0.7944031981724728,0.9992816091954023,0.885141584473433,0.783661119515885,0.809375,0.7963105303612605
12,0.8461734693877551,0.8599393868354608,0.8461734693877551,0.8429619698766941,0.9567567567567568,0.7091346153846154,0.8145421076852278,0.7945205479452054,1.0,0.8854961832061069,0.8366854384553499,0.8125,0.8244153785176377
13,0.8418367346938775,0.8629409994570351,0.8418367346938775,0.8377118618528048,0.9964071856287425,0.6666666666666666,0.7988478156505041,0.7944031981724728,0.9992816091954023,0.885141584473433,0.8073463268365817,0.84140625,0.8240244835501148
14,0.7739795918367347,0.7814017231561948,0.7739795918367347,0.769460045777952,0.7947238252267106,0.7724358974358975,0.7834213734254368,0.7339080459770115,0.9173850574712644,0.8154533844189017,0.8200620475698035,0.61953125,0.7058299955496217
15,0.8091836734693878,0.8171684278370632,0.8091836734693878,0.8041215809024856,0.8803680981595092,0.6899038461538461,0.7735849056603774,0.7756590016825575,0.9935344827586207,0.8711811023622047,0.8006902502157032,0.725,0.7609676096760968
16,0.7443877551020408,0.7628249657463244,0.7443877551020408,0.747913107819796,0.9138804457953394,0.7227564102564102,0.807158836689038,0.7393193338160753,0.7334770114942529,0.7363865849260729,0.6411082474226805,0.77734375,0.702683615819209
17,0.6619897959183674,0.705850586254536,0.6619897959183674,0.6667398843853228,0.9081272084805654,0.6177884615384616,0.7353361945636624,0.6776586974443528,0.5905172413793104,0.6310940499040307,0.5392895586652314,0.7828125,0.638623326959847
18,0.8089285714285714,0.821906586486784,0.8089285714285714,0.8039602414566183,0.8469483568075117,0.7227564102564102,0.7799394725464764,0.7518918918918919,0.9992816091954023,0.8581122763726095,0.8736318407960199,0.6859375,0.7684901531728665
19,0.825765306122449,0.8535417503318551,0.825765306122449,0.8177493159526886,0.7718550106609808,0.8701923076923077,0.8180790960451978,0.7945205479452054,1.0,0.8854961832061069,0.9973718791064389,0.59296875,0.7437530622243999
20,0.8275510204081633,0.8550863931720267,0.8275510204081633,0.8198183942991032,0.7754811119030649,0.8717948717948718,0.8208223311957752,0.7944031981724728,0.9992816091954023,0.885141584473433,0.9986945169712794,0.59765625,0.7478005865102639
21,0.8471938775510204,0.8570577280215013,0.8471938775510204,0.8442828223441722,0.9215491559086395,0.7435897435897436,0.823059866962306,0.7945205479452054,1.0,0.8854961832061069,0.8621877691645133,0.78203125,0.8201556739041377
22,0.8520408163265306,0.8628991498275786,0.8520408163265306,0.8495025371623686,0.9331337325349301,0.749198717948718,0.8311111111111111,0.7945205479452054,1.0,0.8854961832061069,0.8687821612349914,0.79140625,0.8282910874897792
23,0.8390306122448979,0.8489583601786481,0.8390306122448979,0.8354071668284754,0.9215686274509803,0.7155448717948718,0.8055931438881371,0.7945205479452054,1.0,0.8854961832061069,0.8373644703919934,0.784375,0.8100040338846309
24,0.838265306122449,0.8511072810735227,0.838265306122449,0.8347813452140167,0.9275210084033614,0.7075320512820513,0.8027272727272727,0.7807066741447,1.0,0.8768503937007874,0.8531645569620253,0.78984375,0.8202839756592292
25,0.838265306122449,0.8525044312938197,0.838265306122449,0.8334880134315732,0.8225039619651348,0.8317307692307693,0.8270916334661355,0.7945205479452054,1.0,0.8854961832061069,0.9448123620309051,0.66875,0.7831655992680695
26,0.8278061224489796,0.8342998185622333,0.8278061224489796,0.8233894003814262,0.8830525272547076,0.7139423076923077,0.7895436420026584,0.7945205479452054,1.0,0.8854961832061069,0.8300258843830889,0.7515625,0.7888478884788848
27,0.849234693877551,0.8627428974566228,0.849234693877551,0.846293985153842,0.9572649572649573,0.717948717948718,0.8205128205128205,0.7949743003997716,1.0,0.8857779191854915,0.8442822384428224,0.81328125,0.828491842419419
28,0.8489795918367347,0.8625404974300697,0.8489795918367347,0.8460416577775175,0.9572649572649573,0.717948717948718,0.8205128205128205,0.7945205479452054,1.0,0.8854961832061069,0.8441558441558441,0.8125,0.8280254777070064
29,0.8428571428571429,0.8545818463128751,0.8428571428571429,0.8389105146683157,0.8432343234323433,0.8189102564102564,0.8308943089430895,0.7945205479452054,1.0,0.8854961832061069,0.9309623430962343,0.6953125,0.7960644007155635
30,0.8755102040816326,0.8889238812014049,0.8755102040816326,0.8747447678850122,0.9527856468366384,0.8084935897435898,0.8747290853922843,0.7949743003997716,1.0,0.8857779191854915,0.9288288288288288,0.80546875,0.8627615062761507
31,0.8433673469387755,0.8548491335230083,0.8433673469387755,0.839558922369801,0.8460264900662252,0.8189102564102564,0.8322475570032574,0.7942857142857143,0.9985632183908046,0.8847867600254615,0.9293139293139293,0.6984375,0.7975022301516503
32,0.8336734693877551,0.8458241147714121,0.8336734693877551,0.8287317907006946,0.8197115384615384,0.8197115384615384,0.8197115384615384,0.7942857142857143,0.9985632183908046,0.8847867600254615,0.9273318872017353,0.66796875,0.776566757493188
33,0.8775510204081632,0.8912176607529396,0.8775510204081632,0.8769218050045599,0.9514472455648926,0.8165064102564102,0.8788270806382061,0.7949743003997716,1.0,0.8857779191854915,0.9371584699453552,0.80390625,0.8654331370899916
34,0.8770408163265306,0.890723303019838,0.8770408163265306,0.8763727998053286,0.9472222222222222,0.8197115384615384,0.8788659793814433,0.7945205479452054,1.0,0.8854961832061069,0.9402573529411765,0.79921875,0.8640202702702703
35,0.8474489795918367,0.8588786393842569,0.8474489795918367,0.8439296591747971,0.854045037531276,0.8205128205128205,0.8369431957498978,0.7958833619210978,1.0,0.8863419293218721,0.9320987654320988,0.7078125,0.8046181172291297
36,0.8454081632653061,0.8570444451650371,0.8454081632653061,0.8417913419450223,0.8504983388704319,0.8205128205128205,0.835236541598695,0.7942857142857143,0.9985632183908046,0.8847867600254615,0.9316770186335404,0.703125,0.8014247551202137
37,0.8683673469387755,0.8804827864244166,0.8683673469387755,0.8669219640474696,0.9183123877917415,0.8197115384615384,0.8662150719729044,0.795766590389016,0.9992816091954023,0.8859872611464968,0.9357277882797732,0.7734375,0.8468776732249786
38,0.8783163265306122,0.8922151689080899,0.8783163265306122,0.8777566110562051,0.9516279069767442,0.8197115384615384,0.8807576409814895,0.7945205479452054,1.0,0.8854961832061069,0.9405306495882891,0.803125,0.8664138221660346
39,0.8790816326530613,0.8929886771116673,0.8790816326530613,0.878561763750453,0.9525581395348838,0.8205128205128205,0.8816185966422729,0.7949743003997716,1.0,0.8857779191854915,0.9414990859232175,0.8046875,0.8677337826453243
40,0.8785714285714286,0.8918908162985609,0.8785714285714286,0.8779612508283308,0.9499072356215214,0.8205128205128205,0.880481513327601,0.7966781214203894,0.9992816091954023,0.8865519439133206,0.9388686131386861,0.80390625,0.8661616161616161
41,0.877295918367347,0.8898517639623896,0.877295918367347,0.8766315372789422,0.9472222222222222,0.8197115384615384,0.8788659793814433,0.7980437284234753,0.9964080459770115,0.886261980830671,0.9337568058076225,0.80390625,0.8639798488664987
42,0.878061224489796,0.8907573002406383,0.878061224489796,0.8774135171349932,0.9447513812154696,0.8221153846153846,0.8791773778920309,0.7981598619896493,0.9971264367816092,0.8866176940274673,0.9388127853881278,0.803125,0.8656842105263158
43,0.8765306122448979,0.8896593771584516,0.8765306122448979,0.8757373134081708,0.9429097605893186,0.8205128205128205,0.8774635818337618,0.7963386727688787,1.0,0.8866242038216561,0.9392265193370166,0.796875,0.8622147083685545
