epoch,accuracy,precision,recall,f1
1,0.34674922600619196,0.12023502573589319,0.34674922600619196,0.1785559232767517
2,0.35015479876160993,0.3276267311049392,0.35015479876160993,0.25823221215832864
3,0.3688854489164087,0.3669634396400435,0.3688854489164087,0.30075509381995386
4,0.373374613003096,0.37498848944040974,0.373374613003096,0.2953685287962532
5,0.3803405572755418,0.38907613022016435,0.3803405572755418,0.33151818708143965
6,0.37941176470588234,0.39805556947246,0.37941176470588234,0.32281776401268
7,0.38188854489164087,0.40156856346375736,0.38188854489164087,0.3302331296608361
8,0.3955108359133127,0.40639994688038256,0.3955108359133127,0.37817386019866467
9,0.384984520123839,0.41593302815020433,0.384984520123839,0.3532134465032557
10,0.40588235294117647,0.42301908427646084,0.40588235294117647,0.38918835502959104
11,0.43018575851393187,0.458640180566819,0.43018575851393187,0.4156982004947378
12,0.42260061919504643,0.44637796107849637,0.42260061919504643,0.4078516082900126
13,0.4373065015479876,0.47078321756487346,0.4373065015479876,0.42492687654710676
14,0.46207430340557276,0.473618377544421,0.46207430340557276,0.4525974327643568
15,0.5105263157894737,0.5160894581086722,0.5105263157894737,0.5072028154063578
16,0.5102167182662539,0.524811024140142,0.5102167182662539,0.503449145630128
17,0.5589783281733746,0.5711614728908698,0.5589783281733746,0.5534595700796906
18,0.5808049535603715,0.6191050066703501,0.5808049535603715,0.5571906982378361
19,0.58328173374613,0.5969211224921818,0.58328173374613,0.5775999025905454
20,0.5981424148606811,0.6349828449092514,0.5981424148606811,0.5873332039937819
21,0.6266253869969041,0.6300739744269775,0.6266253869969041,0.6186018710575113
22,0.6092879256965944,0.6057715672485608,0.6092879256965944,0.6008756517876603
23,0.6272445820433437,0.6578623984363119,0.6272445820433437,0.6133370767368126
24,0.6246130030959752,0.6269070520339969,0.6246130030959752,0.6222113342856848
25,0.6873065015479877,0.7220834653997391,0.6873065015479877,0.6828500143053378
26,0.705108359133127,0.7138785958775536,0.705108359133127,0.7002525879786086
27,0.6871517027863777,0.7078896560582543,0.6871517027863777,0.6853059859434842
28,0.7171826625386997,0.7501115152502705,0.7171826625386997,0.7169390277187121
29,0.701547987616099,0.7136721812859879,0.701547987616099,0.6991773387899312
30,0.7246130030959752,0.7339696577083601,0.7246130030959752,0.7243801843976666
31,0.7229102167182663,0.7482268084359719,0.7229102167182663,0.7128955455005614
32,0.7261609907120743,0.7344006234675815,0.7261609907120743,0.7220481334848051
33,0.753405572755418,0.7577764308198366,0.753405572755418,0.7516282182474772
34,0.6998452012383901,0.7433826749536102,0.6998452012383901,0.6997891677421233
35,0.7411764705882353,0.761440903606522,0.7411764705882353,0.7326806976046001
36,0.7461300309597523,0.7588249413537507,0.7461300309597523,0.7418296047865425
37,0.7543343653250774,0.7723017555869408,0.7543343653250774,0.7475731064811408
38,0.7617647058823529,0.7680617482957885,0.7617647058823529,0.7599964765789019
39,0.7003095975232199,0.7254534535642926,0.7003095975232199,0.6940533608647211
40,0.7578947368421053,0.7601603618185163,0.7578947368421053,0.7580625464771855
41,0.7710526315789473,0.780361135472383,0.7710526315789473,0.7671609893433792
42,0.7591331269349845,0.7681343320866171,0.7591331269349845,0.7506543489249141
43,0.708359133126935,0.7086665199073303,0.708359133126935,0.7043992432543833
44,0.7575851393188855,0.7674591325279038,0.7575851393188855,0.7601025266943994
45,0.8058823529411765,0.8141313962177597,0.8058823529411765,0.8013412968290445
46,0.7792569659442724,0.8034507607508772,0.7792569659442724,0.7701032176532177
47,0.7678018575851393,0.7791493882848991,0.7678018575851393,0.764351728405106
48,0.7755417956656346,0.7819866834001867,0.7755417956656346,0.7757852179892587
49,0.7862229102167183,0.8153215613134507,0.7862229102167183,0.7841077473847623
50,0.7961300309597523,0.8079014705947261,0.7961300309597523,0.7933912409660989
51,0.7967492260061919,0.8122209205050552,0.7967492260061919,0.7943359543785915
52,0.8204334365325078,0.8207620553543404,0.8204334365325078,0.8188236284188585
53,0.8055727554179567,0.8109243307175431,0.8055727554179567,0.8057456334090676
54,0.7956656346749226,0.8167197357742876,0.7956656346749226,0.795172452977305
55,0.8187306501547987,0.8201378213112136,0.8187306501547987,0.817299303442818
56,0.8009287925696594,0.8091166103290393,0.8009287925696594,0.7995820680964006
57,0.8261609907120743,0.8366533365619989,0.8261609907120743,0.8222979106852721
58,0.8092879256965945,0.8182694198677386,0.8092879256965945,0.8089475194450823
59,0.8547987616099071,0.8634149316412253,0.8547987616099071,0.8528386568519303
60,0.8555727554179566,0.8620733917142799,0.8555727554179566,0.8536742892911567
61,0.8602167182662539,0.8664266612687804,0.8602167182662539,0.8589126838962785
62,0.8626934984520124,0.8714553318540595,0.8626934984520124,0.8609406846154972
63,0.8038699690402477,0.8086945259543951,0.8038699690402477,0.8023634191758986
64,0.8523219814241486,0.8537688265640223,0.8523219814241486,0.8507571353847948
65,0.8628482972136223,0.8674582437898469,0.8628482972136223,0.8614593064364137
66,0.8263157894736842,0.833772259691404,0.8263157894736842,0.8252658348926045
67,0.8558823529411764,0.8630862085075136,0.8558823529411764,0.8540346114361863
68,0.853405572755418,0.8575655992997336,0.853405572755418,0.8516156959457634
69,0.8625386996904024,0.8659668420222754,0.8625386996904024,0.8611336122156558
70,0.8597523219814242,0.8631963741468557,0.8597523219814242,0.8581291984583767
71,0.8595975232198142,0.8645906854437232,0.8595975232198142,0.8580611543821036
72,0.8591331269349846,0.8631663964583829,0.8591331269349846,0.8575474783690614
73,0.868266253869969,0.8731202647252558,0.868266253869969,0.8670006772510678
74,0.8557275541795666,0.8622458511295314,0.8557275541795666,0.8539346926334765
75,0.8421052631578947,0.8471519623472461,0.8421052631578947,0.8413050978919083
76,0.8687306501547988,0.8714991456253582,0.8687306501547988,0.8676106925325368
77,0.8662538699690403,0.8725704470157972,0.8662538699690403,0.8649865843429069
78,0.8752321981424148,0.8792117547820701,0.8752321981424148,0.8744481870028379
79,0.8660990712074303,0.869903632630783,0.8660990712074303,0.8649188054612417
80,0.8568111455108359,0.8620558197800742,0.8568111455108359,0.8553860276850217
81,0.8891640866873065,0.8941224846398539,0.8891640866873065,0.8888068524491984
82,0.8625386996904024,0.8677249629069277,0.8625386996904024,0.8612228068984954
83,0.8814241486068112,0.8854888985851213,0.8814241486068112,0.880781987451985
84,0.868266253869969,0.8733093962950605,0.868266253869969,0.8670516245904016
85,0.8639318885448917,0.8692091330559043,0.8639318885448917,0.8625336809200855
86,0.8664086687306501,0.8717203553635205,0.8664086687306501,0.865119469028693
87,0.878173374613003,0.8824701702143146,0.878173374613003,0.8773829099610989
88,0.8710526315789474,0.8753130541956553,0.8710526315789474,0.8699690554769902
89,0.8645510835913313,0.8695406378694788,0.8645510835913313,0.8632016115782382
90,0.8656346749226006,0.8697781387240777,0.8656346749226006,0.8643742819917746
91,0.868266253869969,0.8726949526178247,0.868266253869969,0.8671178452088127
92,0.8729102167182663,0.8772911327664923,0.8729102167182663,0.8719756555969224
