epoch,train_loss,val_loss,val_acc_hc,val_acc_pd,val_acc_combined
1,0.479079054050323,0.37194073869515276,0.8330645161290322,0.8241017964071856,0.828583156268109
2,0.3169722995327933,0.276347601312702,0.85,0.8506736526946108,0.8503368263473055
3,0.2976666253530749,0.23144539717142865,0.9092741935483871,0.9094311377245509,0.909352665636469
4,0.25984097750781693,0.23932069779957754,0.917741935483871,0.8794910179640718,0.8986164767239714
5,0.24780073068732877,0.296081547767429,0.9205645161290322,0.8794910179640718,0.900027767046552
6,0.22809925233861492,0.5999972633386063,0.847983870967742,0.8293413173652695,0.8386625941665058
7,0.22664940922782303,0.208116427316504,0.9213709677419355,0.9146706586826348,0.9180208132122851
8,0.21257014024595888,0.22283784085411137,0.9330645161290323,0.8806137724550899,0.9068391442920611
9,0.21370304581695246,0.5008245337186223,0.8475806451612903,0.8450598802395209,0.8463202627004056
10,0.20779431411075133,0.3387072470228551,0.8798387096774194,0.8802395209580839,0.8800391153177516
11,0.20102148605171566,0.21222626531528213,0.9342741935483871,0.8821107784431138,0.9081924859957504
12,0.19755097520906614,0.186568665681249,0.9338709677419355,0.9217814371257484,0.927826202433842
13,0.1937146045455043,0.2033036301954318,0.9314516129032258,0.8836077844311377,0.9075296986671817
14,0.20760840452545395,0.21667006693906704,0.9306451612903226,0.8828592814371258,0.9067522213637242
15,0.18123345744718322,0.20885112944800974,0.9354838709677419,0.9109281437125748,0.9232060073401583
16,0.1900201884419428,0.20579577262623835,0.930241935483871,0.8899700598802395,0.9101059976820552
17,0.18591043409717925,0.17209337999002408,0.9346774193548387,0.9247754491017964,0.9297264342283176
18,0.17891372653318677,0.17123534593541742,0.9354838709677419,0.9247754491017964,0.9301296600347692
19,0.17687417680848333,0.17193427814517992,0.9350806451612903,0.9232784431137725,0.9291795441375315
20,0.18619615110774113,0.32884765889937595,0.8887096774193548,0.8768712574850299,0.8827904674521924
21,0.19651074795255824,0.17605851660087957,0.9354838709677419,0.9240269461077845,0.9297554085377632
22,0.1835348328667228,0.17311075089846628,0.9354838709677419,0.9247754491017964,0.9301296600347692
23,0.17874095683849597,0.1705406168002193,0.9358870967741936,0.9251497005988024,0.930518398686498
24,0.1764551526497914,0.1752408934220419,0.9350806451612903,0.9240269461077845,0.9295537956345374
25,0.18424837378589576,0.1748304265409203,0.9338709677419355,0.9221556886227545,0.928013328182345
26,0.17827188345649514,0.18822745214832032,0.9354838709677419,0.9150449101796407,0.9252643905736913
27,0.17729613447374398,0.18032469650951483,0.9354838709677419,0.9135479041916168,0.9245158875796793
28,0.1757449666496837,0.22692032594044328,0.9338709677419355,0.8809880239520959,0.9074294958470157
29,0.1749578780261301,0.1732580421208325,0.9350806451612903,0.9236526946107785,0.9293666698860343
30,0.16420726160612556,0.16886704945463246,0.9358870967741936,0.9251497005988024,0.930518398686498
31,0.16844552614959454,0.17480488784484943,0.9354838709677419,0.9232784431137725,0.9293811570407572
32,0.16669504707419897,0.17474559688214528,0.9354838709677419,0.9247754491017964,0.9301296600347692
33,0.1675572710498625,0.17305466482194803,0.9354838709677419,0.9240269461077845,0.9297554085377632
