epoch,train_loss,val_loss,train_accuracy,train_precision_avg,train_recall_avg,train_f1_avg,train_precision_per_class,train_recall_per_class,train_f1_per_class,train_support_per_class,train_confusion_matrix,val_accuracy,val_precision_avg,val_recall_avg,val_f1_avg,val_precision_per_class,val_recall_per_class,val_f1_per_class,val_support_per_class,val_confusion_matrix
11,0.1929373071475126,0.18532545517309237,0.9148196844477836,0.9229871451556062,0.9148196844477836,0.9140669883467997,0.868723|0.983003,0.986946|0.835047,0.924069|0.903005,5592|5056,5519|73|834|4222,0.9105538922155688,0.9236609552201543,0.9105538922155688,0.9094844602110834,0.853464|1.000000,1.000000|0.813281,0.920939|0.897027,1392|1280,1392|0|239|1041
12,0.1914245982433029,0.17943912340422807,0.9144440270473329,0.9232075805289395,0.9144440270473329,0.913646021997199,0.866907|0.985477,0.988913|0.832081,0.923899|0.902306,5592|5056,5530|62|849|4207,0.8877245508982036,0.8895697041414965,0.8877245508982036,0.8873890526176768,0.865952|0.915254,0.928161|0.843750,0.895978|0.878049,1392|1280,1292|100|200|1080
13,0.18135295948711658,0.17814401240419533,0.9178249436513899,0.926884930022352,0.9178249436513899,0.9170458520291803,0.869266|0.990613,0.992847|0.834850,0.926956|0.906086,5592|5056,5552|40|835|4221,0.9244011976047904,0.9339814724378095,0.9244011976047904,0.9237201737430363,0.873275|1.000000,1.000000|0.842187,0.932351|0.914334,1392|1280,1392|0|202|1078
14,0.18473738664262618,0.17239113903399242,0.9182945154019534,0.9267714862689964,0.9182945154019534,0.9175587624761183,0.871110|0.988334,0.991059|0.837816,0.927221|0.906872,5592|5056,5542|50|820|4236,0.9244011976047904,0.9337822122366101,0.9244011976047904,0.923731330450382,0.873744|0.999074,0.999282|0.842969,0.932306|0.914407,1392|1280,1391|1|201|1079
15,0.17842787593140463,0.2238979421682277,0.9183884297520661,0.9273687982742557,0.9183884297520661,0.9176209602784239,0.869967|0.990856,0.993026|0.835839,0.927432|0.906770,5592|5056,5553|39|830|4226,0.9157934131736527,0.9225055572984355,0.9157934131736527,0.9152052019812958,0.872843|0.976513,0.981322|0.844531,0.923909|0.905739,1392|1280,1366|26|199|1081
16,0.1792048345493428,0.16915869738085795,0.9184823441021788,0.9274898350357988,0.9184823441021788,0.9177141919712933,0.869987|0.991088,0.993205|0.835839,0.927522|0.906867,5592|5056,5554|38|830|4226,0.9247754491017964,0.9340687217743808,0.9247754491017964,0.9241144150549124,0.874293|0.999075,0.999282|0.843750,0.932618|0.914867,1392|1280,1391|1|200|1080
17,0.17307708266029648,0.17030397808905376,0.9193275732531931,0.9287795039150196,0.9193275732531931,0.9185408081789005,0.869708|0.994113,0.995529|0.835047,0.928375|0.907664,5592|5056,5567|25|834|4222,0.9244011976047904,0.933585206387699,0.9244011976047904,0.9237423965780517,0.874214|0.998152,0.998563|0.843750,0.932260|0.914479,1392|1280,1390|2|200|1080
18,0.17242769022697554,0.25689817611443794,0.9205484598046582,0.9296196707153485,0.9205484598046582,0.9197997769674128,0.871711|0.993668,0.995172|0.838014,0.929359|0.909227,5592|5056,5565|27|819|4237,0.8720059880239521,0.8754945039353662,0.8720059880239521,0.8713820314037998,0.843137|0.910683,0.926724|0.812500,0.882957|0.858794,1392|1280,1290|102|240|1040
19,0.17391380032711928,0.20351870831544117,0.9212997746055598,0.9301996994062915,0.9212997746055598,0.9205702232779324,0.872804|0.993680,0.995172|0.839597,0.929980|0.910163,5592|5056,5565|27|811|4245,0.8839820359281437,0.8854140798116624,0.8839820359281437,0.8836849135230508,0.865047|0.907563,0.920977|0.843750,0.892136|0.874494,1392|1280,1282|110|200|1080
20,0.17627629676008122,0.6094524744203536,0.9208302028549963,0.9295001398488241,0.9208302028549963,0.9201098227642333,0.872939|0.992058,0.993920|0.839992,0.929509|0.909714,5592|5056,5558|34|809|4247,0.8353293413173652,0.8353319819435063,0.8353293413173652,0.8352386797397499,0.835211|0.835463,0.852011|0.817187,0.843528|0.826224,1392|1280,1186|206|234|1046
21,0.17771917811297758,0.33040728060118224,0.9189519158527423,0.9279981895401289,0.9189519158527423,0.9181866302197589,0.870321|0.991790,0.993741|0.836234,0.927945|0.907393,5592|5056,5557|35|828|4228,0.9094311377245509,0.9223750490141087,0.9094311377245509,0.9083559922328417,0.852761|0.998081,0.998563|0.812500,0.919921|0.895780,1392|1280,1390|2|240|1040
22,0.17958922289726692,0.17189946385510899,0.919984973703982,0.928749072192949,0.919984973703982,0.9192493242621546,0.871940|0.991581,0.993562|0.838608,0.928786|0.908701,5592|5056,5556|36|816|4240,0.9247754491017964,0.9340687217743808,0.9247754491017964,0.9241144150549124,0.874293|0.999075,0.999282|0.843750,0.932618|0.914867,1392|1280,1391|1|200|1080
23,0.16382611425477828,0.17692133777980076,0.9239293764087152,0.9332036774666371,0.9239293764087152,0.923206693188503,0.874296|0.998357,0.998748|0.841179,0.932387|0.913053,5592|5056,5585|7|803|4253,0.9240269461077845,0.9331024560168942,0.9240269461077845,0.9233704100364662,0.874135|0.997230,0.997845|0.843750,0.931902|0.914092,1392|1280,1389|3|200|1080
24,0.16388646046565228,0.1695651197963852,0.9247746055597296,0.9338041732235165,0.9247746055597296,0.9240758309694508,0.875647|0.998127,0.998569|0.843157,0.933077|0.914120,5592|5056,5584|8|793|4263,0.9247754491017964,0.9340687217743808,0.9247754491017964,0.9241144150549124,0.874293|0.999075,0.999282|0.843750,0.932618|0.914867,1392|1280,1391|1|200|1080
25,0.16187274716874261,0.17201201150477943,0.9248685199098422,0.9339744489838118,0.9248685199098422,0.9241663096442705,0.875549|0.998594,0.998927|0.842959,0.933177|0.914200,5592|5056,5586|6|794|4262,0.9244011976047904,0.9333904481369737,0.9244011976047904,0.9237533722117309,0.874685|0.997232,0.997845|0.844531,0.932215|0.914552,1392|1280,1389|3|199|1081
26,0.1667978733187697,0.16582759255069798,0.9235537190082644,0.9323284448619865,0.9235537190082644,0.9228566754852864,0.875157|0.995561,0.996602|0.842761,0.931940|0.912811,5592|5056,5573|19|795|4261,0.9251497005988024,0.9345530045436765,0.9251497005988024,0.9244864657924574,0.874372|1.000000,1.000000|0.843750,0.932976|0.915254,1392|1280,1392|0|200|1080
27,0.16605779342752197,0.167352200248989,0.9234598046581518,0.9324494687261335,0.9234598046581518,0.9227488167791542,0.874549|0.996488,0.997318|0.841772,0.931907|0.912619,5592|5056,5577|15|800|4256,0.9255239520958084,0.9344485786469798,0.9255239520958084,0.9248911207815013,0.875866|0.998157,0.998563|0.846094,0.933199|0.915856,1392|1280,1390|2|197|1083
28,0.1650694179921002,0.2243843511125799,0.9234598046581518,0.932112017586845,0.9234598046581518,0.9227691251367872,0.875373|0.994866,0.996066|0.843157,0.931828|0.912750,5592|5056,5570|22|793|4263,0.8836077844311377,0.8850015702908086,0.8836077844311377,0.8833144914783697,0.864956|0.906801,0.920259|0.843750,0.891751|0.874140,1392|1280,1281|111|200|1080
29,0.16471027886810088,0.1691383244627613,0.9239293764087152,0.9329576941956901,0.9239293764087152,0.923221297895104,0.874882|0.997190,0.997854|0.842168,0.932331|0.913146,5592|5056,5580|12|798|4258,0.9240269461077845,0.9331024560168942,0.9240269461077845,0.9233704100364662,0.874135|0.997230,0.997845|0.843750,0.931902|0.914092,1392|1280,1389|3|200|1080
30,0.1652599061087444,0.1710957771766994,0.9231780616078137,0.932037957402819,0.9231780616078137,0.9224717690685943,0.874608|0.995557,0.996602|0.841970,0.931628|0.912345,5592|5056,5573|19|799|4257,0.9229041916167665,0.931469280689957,0.9229041916167665,0.9222656474322497,0.874369|0.993566,0.994971|0.844531,0.930780|0.913007,1392|1280,1385|7|199|1081
31,0.1612080470489326,0.16755761307174877,0.9251502629601803,0.9337089489593183,0.9251502629601803,0.9244832639232806,0.877143|0.996271,0.997139|0.845530,0.933300|0.914732,5592|5056,5576|16|781|4275,0.9247754491017964,0.9340687217743808,0.9247754491017964,0.9241144150549124,0.874293|0.999075,0.999282|0.843750,0.932618|0.914867,1392|1280,1391|1|200|1080
32,0.166117628936594,0.16722904429849933,0.9247746055597296,0.93332240870044,0.9247746055597296,0.9241042589743382,0.876829|0.995805,0.996781|0.845134,0.932965|0.914304,5592|5056,5574|18|783|4273,0.9232784431137725,0.9315735030390556,0.9232784431137725,0.9226592598004206,0.875395|0.992667,0.994253|0.846094,0.931046|0.913539,1392|1280,1384|8|197|1083
33,0.15938503311137317,0.16600992044402382,0.9267468069120962,0.9351855389247883,0.9267468069120962,0.926103592732584,0.878898|0.997441,0.998033|0.847903,0.934684|0.916613,5592|5056,5581|11|769|4287,0.9251497005988024,0.9343555904269305,0.9251497005988024,0.9244974223545066,0.874843|0.999076,0.999282|0.844531,0.932931|0.915326,1392|1280,1391|1|199|1081
34,0.16116664142645018,0.16668614309470534,0.9248685199098422,0.9333007853100257,0.9248685199098422,0.9242060193563109,0.877204|0.995345,0.996423|0.845728,0.933021|0.914457,5592|5056,5572|20|780|4276,0.9255239520958084,0.9348393094389474,0.9255239520958084,0.9248694955021275,0.874921|1.000000,1.000000|0.844531,0.933289|0.915714,1392|1280,1392|0|199|1081
35,0.15918332913878516,0.17462311906077094,0.9265589782118707,0.9350870690894716,0.9265589782118707,0.925908647516378,0.878502|0.997671,0.998212|0.847310,0.934539|0.916364,5592|5056,5582|10|772|4284,0.9229041916167665,0.9312820096824873,0.9229041916167665,0.9222765640647574,0.874842|0.992661,0.994253|0.845313,0.930733|0.913080,1392|1280,1384|8|198|1082
36,0.16225442045410135,0.1815102262012029,0.9259015777610818,0.9340591738441046,0.9259015777610818,0.9252659957577983,0.878845|0.995126,0.996245|0.848101,0.933870|0.915750,5592|5056,5571|21|768|4288,0.9210329341317365,0.9287253231523669,0.9210329341317365,0.9204284674337765,0.874921|0.987238,0.989943|0.846094,0.928884|0.911233,1392|1280,1378|14|197|1083
37,0.16061752532634732,0.17033420831470167,0.9260894064613073,0.9341137297676881,0.9260894064613073,0.9254635547133178,0.879362|0.994670,0.995887|0.848892,0.934004|0.916018,5592|5056,5569|23|764|4292,0.9236526946107785,0.9324283511314756,0.9236526946107785,0.9230094481041159,0.874527|0.995396,0.996408|0.844531,0.931498|0.913779,1392|1280,1387|5|199|1081
38,0.1606952635096725,0.17781643733634786,0.9263711495116453,0.9344723221574677,0.9263711495116453,0.9257436456354038,0.879419|0.995362,0.996423|0.848892,0.934272|0.916311,5592|5056,5572|20|764|4292,0.9232784431137725,0.9317598616236739,0.9232784431137725,0.9226484419202503,0.874921|0.993572,0.994971|0.845313,0.931092|0.913466,1392|1280,1385|7|198|1082
39,0.15946305782496292,0.1716740981249486,0.9278737791134485,0.9356950296904467,0.9278737791134485,0.9272774352988888,0.881525|0.995608,0.996602|0.851859,0.935538|0.918141,5592|5056,5573|19|749|4307,0.9236526946107785,0.9322384642479746,0.9236526946107785,0.9230203498843637,0.875000|0.994485,0.995690|0.845313,0.931452|0.913851,1392|1280,1386|6|198|1082
40,0.16010439716183783,0.17680561390973754,0.9276859504132231,0.9354117048287389,0.9276859504132231,0.9270932621229833,0.881608|0.994919,0.996066|0.852057,0.935348|0.917963,5592|5056,5570|22|748|4308,0.9225299401197605,0.9302602244397777,0.9225299401197605,0.921936932506122,0.876190|0.989061,0.991379|0.847656,0.930233|0.912915,1392|1280,1380|12|195|1085
41,0.15857829099692547,0.17823359168181985,0.9272163786626596,0.9351338705866232,0.9272163786626596,0.9266080156331784,0.880670|0.995371,0.996423|0.850672,0.934978|0.917351,5592|5056,5572|20|755|4301,0.9221556886227545,0.9299658121971627,0.9221556886227545,0.921554478779651,0.875635|0.989051,0.991379|0.846875,0.929919|0.912458,1392|1280,1380|12|196|1084
42,0.1577625924509968,0.18565981317374666,0.9278737791134485,0.9359238474555875,0.9278737791134485,0.9272643526282499,0.880922|0.996756,0.997496|0.850870,0.935592|0.918054,5592|5056,5578|14|754|4302,0.9229041916167665,0.9305549959925589,0.9229041916167665,0.9223193119977693,0.876747|0.989071,0.991379|0.848437,0.930546|0.913373,1392|1280,1380|12|194|1086
43,0.15957045917273588,0.1794668338182619,0.9273102930127723,0.935161941318675,0.9273102930127723,0.9267066642579654,0.880930|0.995143,0.996245|0.851068,0.935045|0.917484,5592|5056,5571|21|753|4303,0.9217814371257484,0.9294927737960725,0.9217814371257484,0.9211826999699492,0.875556|0.988149,0.990661|0.846875,0.929558|0.912074,1392|1280,1379|13|196|1084
