epoch,train_loss,val_loss,val_acc_hc,val_acc_pd,val_acc_combined
1,0.6384058575752073,0.5562844409210848,0.7440758293838863,0.7065706570657065,0.7253232432247965
2,0.5047720196910035,0.4974126581213262,0.7876777251184834,0.7484248424842485,0.768051283801366
3,0.4591849811207921,0.40404079161068,0.8182464454976304,0.7932043204320433,0.8057253829648368
4,0.42776141685440655,0.3861434434605117,0.8308056872037914,0.8035553555355536,0.8171805213696726
5,0.4144398581580331,0.41505905484208966,0.8123222748815165,0.7945544554455446,0.8034383651635306
6,0.40112169941613207,0.4156713894393184,0.8206161137440758,0.758100810081008,0.789358461912542
7,0.3834648195310424,0.4024637334122516,0.8170616113744076,0.8071557155715572,0.8121086634729824
8,0.3647116174238578,0.35037923899322454,0.8533175355450237,0.8366336633663366,0.8449755994556801
9,0.3597044737131667,0.35240781495329176,0.8386255924170616,0.8118811881188119,0.8252533902679368
10,0.33936008273105966,0.31996624533197665,0.864691943127962,0.8541854185418541,0.8594386808349082
11,0.3322982891204946,0.3410562608796771,0.852132701421801,0.8472097209720972,0.8496712111969491
12,0.3314810374152482,0.2884621274943399,0.8760663507109004,0.8728622862286228,0.8744643184697616
13,0.3231036127672677,0.29629784298710304,0.8677725118483413,0.8514851485148515,0.8596288301815964
14,0.3156092126117532,0.31655580273801737,0.8746445497630332,0.8656615661566157,0.8701530579598244
15,0.30235142209694865,0.2836182602487578,0.8744075829383886,0.8717371737173717,0.8730723783278802
16,0.3026436931753248,0.28644481766046864,0.8701421800947867,0.873987398739874,0.8720647894173303
17,0.2914873971568973,0.25375355319073883,0.8661137440758294,0.8834383438343835,0.8747760439551064
18,0.2786310650779868,0.2598182338446674,0.8822274881516587,0.8751125112511251,0.8786699997013919
19,0.2711128646930554,0.27700578421354294,0.8592417061611375,0.8674617461746175,0.8633517261678775
20,0.2677561965703667,0.22913068647284318,0.9011848341232227,0.8843384338433843,0.8927616339833035
21,0.265054927000827,0.25904241905058967,0.8895734597156398,0.878037803780378,0.883805631748009
22,0.2637227942419245,0.30846094524506296,0.8611374407582938,0.8712871287128713,0.8662122847355825
23,0.2502365346087556,0.3774436616366453,0.8490521327014218,0.8334833483348335,0.8412677405181277
24,0.25299773951922716,0.23591825491426013,0.888388625592417,0.8949144914491449,0.8916515585207809
25,0.24005656995510966,0.1955832960729552,0.9222748815165877,0.9171917191719172,0.9197333003442525
26,0.24254416290698502,0.21656719159961926,0.9172985781990521,0.9070657065706571,0.9121821423848546
27,0.22642700296554927,0.22323255277801268,0.8725118483412322,0.8706120612061206,0.8715619547736764
28,0.2220317080884474,0.2260828486984909,0.9033175355450237,0.9052655265526552,0.9042915310488395
29,0.22861550393470206,0.17888603462736205,0.9225118483412322,0.9237173717371737,0.9231146100392029
30,0.2191574831999504,0.20971575014219426,0.8959715639810426,0.8960396039603961,0.8960055839707193
31,0.20782326582233954,0.23161007581961038,0.9056872037914692,0.891989198919892,0.8988382013556806
32,0.21282623741924392,0.20101284497592709,0.9066350710900474,0.9129162916291629,0.9097756813596052
33,0.21422352857348925,0.19126980740687635,0.9360189573459715,0.921017101710171,0.9285180295280713
34,0.20548480656230242,0.22390484061129023,0.9075829383886256,0.905040504050405,0.9063117212195153
35,0.20683751093860056,0.30457760225797054,0.8848341232227488,0.8715121512151215,0.8781731372189352
36,0.17648786232990218,0.17082244331146232,0.9220379146919432,0.9295679567956796,0.9258029357438113
37,0.1766938479025581,0.1585702850566347,0.9355450236966825,0.9360936093609361,0.9358193165288093
38,0.1739526938117502,0.15594693784150157,0.9402843601895735,0.9356435643564357,0.9379639622730046
39,0.17805334756805788,0.16550148927634306,0.9348341232227488,0.9327182718271827,0.9337761975249658
40,0.1731867360913815,0.15247115064965616,0.9419431279620853,0.9374437443744374,0.9396934361682614
41,0.17204524668286603,0.16809108916043056,0.9289099526066351,0.9342934293429342,0.9316016909747846
42,0.17101846250274744,0.16733224752663386,0.9374407582938389,0.9302430243024302,0.9338418912981346
43,0.16733830201873867,0.24787096350942509,0.8976303317535546,0.880963096309631,0.8892967140315928
44,0.16910324019552359,0.15024930681332505,0.9412322274881516,0.939018901890189,0.9401255646891703
45,0.1664448017509947,0.17868996363612685,0.9281990521327014,0.918091809180918,0.9231454306568097
46,0.17048919022296952,0.1964486406212396,0.9348341232227488,0.9070657065706571,0.920949914896703
47,0.16325229742604033,0.20445855273542426,0.8957345971563981,0.9212421242124212,0.9084883606844096
48,0.16189829894153407,0.17366737977481714,0.9379146919431279,0.9243924392439244,0.9311535655935261
49,0.16457980290575516,0.16691756692927073,0.9350710900473934,0.9342934293429342,0.9346822596951638
50,0.16653850627366332,0.1723015044659081,0.9369668246445497,0.9342934293429342,0.9356301269937419
